oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_Rehab,TOC_SN_IC,TOC_Unknown,TOC_Psych,TOC_Chem_Dep,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NA,Admt_NB_Illogical,Admt_Disaster_Care_Site,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Disaster_Care_Site,disp_Other,disp_Invalid_Blank,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Payer,Payer_Other_Indigent,Payer_Unknown,dx_Circulatory,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Unacceptable_principal_dx,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Ear,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Male_Reproductive_System,PR_No_Group_Assigned,PR_Obstetrical,Zip_CA_Resident,Zip_Homeless,Zip_Out_of_State,Zip_Blank_Invalid,Zip_Foreign,Zip_Unknown,Dsch_Days,teach_rural
106390923,390923,ADVENTIST HEALTH LODI MEMORIAL,San Joaquin,975 S FAIRMONT AVE,LODI,95240,Non-profit Corporation (incl. Church-related),150-199,District 5,District 9,Lodi,Urban,7559,113,,,,,4216,3456,,108,734,831,541,846,1109,1179,1257,1026,41,,16,594,248,3,67,350,78,6316,,2301,5285,80,6,22,2394,5246,10,778,4201,,1714,975,4,6523,1149,,8,2,175,4,54,248,5929,266,10,970,3,1,2,,281,151,212,904,231,37,2,8,16,12,5001,816,,1,,,,,2619,3206,139,1489,109,19,46,,45,814,860,35,4,394,5,65,390,1471,405,88,127,109,154,1015,497,136,93,1009,1,,455,2139,758,3,17,133,366,35,2400,19,101,135,2,1,9,16,114,969,7439,178,40,,,15,29403,NA
106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,500 W HOSPITAL RD,FRENCH CAMP,95231,City or County,150-199,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,11448,,,,,,5164,6282,2,277,1540,1694,1233,1517,1646,911,707,1875,48,,106,881,1729,203,45,5169,128,3187,,4943,6262,243,,,3949,7499,,2204,5985,2,516,1757,984,10817,631,,,12,1543,1464,1,159,6353,83,,1718,39,76,,,236,399,278,404,86,19,1053,28,66,518,7567,775,4,14,,1,,,7004,1992,1508,482,10,70,382,,,960,812,113,10,471,3,128,345,1194,1721,234,354,238,261,1815,496,204,247,1835,5,2,526,3233,766,7,52,340,990,223,3059,32,198,90,22,3,39,40,86,1742,11068,353,25,,2,,53542,NA
106391042,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,1800 N CALIFORNIA ST,STOCKTON,95204,Investor - Limited Liability Company,300-499,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,21998,,,,,,12409,9588,1,363,2390,2389,1496,2434,3367,3331,2587,3505,136,,50,2401,1955,6163,83,4048,357,6941,,7277,14319,402,,247,8170,13580,1,1721,10333,1,6663,3277,3,20676,1322,,2,35,1663,12,95,645,15660,605,4,3257,11,,9,,428,654,866,3088,635,11,37,29,18,56,13858,2300,,18,,,,,8161,8483,189,4872,251,32,1,,9,3320,1498,133,11,736,18,193,841,4671,888,202,321,498,367,3600,832,186,274,3392,17,,2802,5791,1497,6,113,339,665,165,5988,32,416,284,2,,50,462,97,3289,21297,583,58,44,,16,96312,NA
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,1420 N TRACY BLVD,TRACY,95376,Non-profit Corporation (incl. Church-related),50-99,District 5,District 13,Tracy,Urban,3746,,,,,,2159,1587,,36,327,419,348,415,603,594,537,456,11,,18,362,255,32,216,1267,19,1577,,1293,2425,28,,3,1099,2644,,282,1641,,1379,444,,3587,159,,,9,51,3,1,22,3111,103,1,442,2,1,,,249,83,99,450,64,8,1,4,23,19,2467,276,2,1,,,,,1004,1269,80,1252,124,15,2,,,389,434,36,3,170,,9,130,917,148,43,113,53,43,460,262,50,32,453,1,,302,475,339,,19,58,187,9,1554,11,60,25,,,2,101,166,438,3678,61,7,,,,12742,NA
106392232,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,2510 N CALIFORNIA ST,STOCKTON,95204,Investor - Limited Liability Company,1-49,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,,,,,2128,,1063,1065,,82,415,377,321,403,355,141,34,,,,9,63,145,721,5,145,88,952,,354,1698,76,,1837,291,,,,169,,1959,,,2128,,,,8,36,,,1992,90,2,,,,,,,36,33,,12,,6,2,17,32,113,1865,12,,,,,,,80,1189,22,753,1,,83,,,,,,,,,3,,,,2103,,,2,14,,,6,,,,,2115,,,,,,,13,,,,,,,,,,1877,226,15,5,,5,11346,NA
106392287,392287,DOCTORS HOSPITAL OF MANTECA,San Joaquin,1205 E North St,Manteca,95336,Investor - Corporation,50-99,District 5,District 12,Lathrop/Manteca,Urban,3712,,,,,,2195,1517,,38,304,384,303,476,569,603,636,396,3,,17,140,177,2,23,1295,138,1920,,1113,2417,182,,2,1214,2496,,316,1005,,1997,394,,3417,295,,3,37,22,2,,17,3187,50,,394,,,,,181,93,115,477,68,3,3,2,5,12,2468,285,,,,,,7,359,1472,65,1652,81,1,70,5,,473,483,40,3,369,7,1,171,537,188,36,94,89,70,410,234,61,49,396,1,,194,1116,562,,7,58,143,31,1030,1,71,38,,3,7,6,45,400,3608,76,19,7,,2,15068,NA
106394003,394003,SAN JOAQUIN PHF,San Joaquin,1212 N California St,Stockton,95202,City or County,1-49,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,,,,,353,,140,213,,16,119,126,49,28,13,2,,,,,,30,78,40,2,84,,119,,121,222,10,,,353,,,,,,353,,,353,,,,,336,7,,10,,,,,,,,,,1,,,,11,8,13,,109,210,1,,,,,,39,293,19,,2,,,,,,,,,,,,,,,,353,,,,,,,,,,,,37,,,,,,,316,,,,,,,,,,289,60,4,,,,5574,NA
106394009,394009,KAISER FOUNDATION HOSPITAL - MANTECA,San Joaquin,1777 W Yosemite Ave,Manteca,95337,Non-profit Corporation (incl. Church-related),50-99,District 5,District 12,Lathrop/Manteca,Urban,16267,,,,,,9811,6456,,191,2189,2469,994,1358,1870,1790,1389,3932,84,1,74,1781,1221,344,150,5568,45,7084,,6221,10004,42,,182,8953,7132,,1413,1481,4,9565,3804,,15482,785,,,30,196,,2,607,11513,104,,3799,4,11,1,,345,145,356,1590,184,1,,17,22,3,12829,770,,,,5,,,921,4332,6,10792,180,20,,,16,1349,1309,115,2,406,5,58,443,2439,574,100,166,217,197,4000,682,156,163,3879,7,,735,5230,1133,4,59,233,569,110,2722,43,149,313,9,1,28,900,237,3792,16197,36,30,2,1,1,53711,NA
106400466,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",San Luis Obispo,345 S HALCYON RD,ARROYO GRANDE,93420,Non-profit Corporation (incl. Church-related),50-99,District 17,District 35,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,2029,548,,,,,1291,1286,,12,68,149,192,292,500,643,721,,,,8,44,21,32,3,263,54,2152,,422,2125,30,,22,824,1731,,788,1595,,187,,7,2016,561,,,6,12,,15,579,1923,42,,,,,,,157,57,39,899,82,3,,4,124,6,917,289,,,,,,,403,1690,41,413,19,4,5,,2,407,354,18,4,108,1,57,130,356,378,61,232,74,142,2,128,33,91,,1,,101,870,235,2,3,36,315,6,950,,20,29,1,,7,2,,,2491,74,11,1,,,13269,NA
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,1911 JOHNSON AVE,SAN LUIS OBISPO,93401,Non-profit Corporation (incl. Church-related),50-99,District 17,District 35,San Luis Obispo,Rural,5197,,,,,,2819,2377,1,26,334,567,278,461,895,1019,943,673,,1,7,81,44,6,10,442,464,4143,,460,4348,389,,269,2204,2705,19,1053,2675,,793,671,5,4353,844,,,7,316,9,30,378,3682,104,,666,,,5,,86,64,159,936,165,2,18,12,84,11,3235,425,,,,,,,728,2463,213,1708,31,15,32,,7,1088,458,34,7,119,1,53,200,619,289,63,332,183,77,712,192,36,48,673,13,,857,1060,365,2,59,85,440,24,1403,12,100,67,3,,15,37,12,656,5048,117,24,8,,,19325,NA
106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,1010 MURRAY ST,SAN LUIS OBISPO,93405,Investor - Corporation,150-199,District 17,District 35,San Luis Obispo,Rural,5735,,,,,,3289,2446,,126,603,824,358,500,758,688,636,1135,107,,18,85,79,1038,9,828,120,3558,,1076,4482,169,8,209,2771,2755,,390,2334,1,1802,1041,167,5271,462,2,,40,55,93,,358,4099,49,,1026,14,,1,,80,82,99,906,107,3,112,43,90,21,3745,429,,18,,,,20,1519,1779,105,2184,35,43,41,9,,367,497,25,6,154,1,16,148,446,650,99,435,255,118,1084,254,48,42,1088,2,,169,1378,468,,81,110,586,252,1431,27,99,41,9,1,14,25,11,1033,5539,151,37,4,2,2,23881,NA
106400548,400548,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,1100 LAS TABLAS RD,TEMPLETON,93465,Investor - Corporation,100-149,District 17,District 35,Atascadero/Templeton,Urban,4365,,,,,,2456,1909,,58,376,501,292,450,675,707,732,573,1,,16,32,94,46,13,766,70,3328,,922,3347,96,,7,1282,3076,,469,1947,1,1395,553,,3824,541,,1,77,148,75,,3,3429,78,1,549,4,,,,133,89,93,958,57,1,60,49,38,12,2463,412,,,,,,31,1216,1870,165,992,32,12,33,14,,438,546,15,2,197,1,4,181,527,363,104,216,92,83,586,280,96,60,573,,1,157,1227,326,,35,109,403,29,1360,4,50,31,3,,1,46,20,564,4207,126,26,1,2,3,16310,Small/Rural
106404046,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,San Luis Obispo,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,City or County,1-49,District 17,District 35,San Luis Obispo,Rural,,,,,522,,209,313,,16,161,162,88,65,30,,,,,,,8,17,59,,91,4,343,,77,441,4,,308,214,,,,519,,3,,,522,,,,14,41,197,,267,3,,,,,,,,5,,,3,,,11,1,,22,480,,,,,,,,423,17,5,23,54,,,,,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,,522,,,,,,,,,,336,184,2,,,,2369,NA
106410782,410782,SAN MATEO MEDICAL CENTER,San Mateo,222 W 39TH AVE,SAN MATEO,94403,City or County,150-199,District 13,District 22,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,1847,,133,,201,,874,1307,,13,153,256,342,445,478,284,210,,,,12,299,109,2,81,285,53,1340,,991,1148,42,,,348,1833,,208,1854,2,116,1,,2065,116,,,99,,40,169,157,1710,5,,,,,1,,166,89,66,91,24,1,32,83,3,86,1296,242,,,,1,1,110,1245,697,16,87,23,3,,,,223,256,17,2,124,,83,160,392,137,289,72,56,68,4,190,72,36,,,,77,295,191,1,5,80,95,10,1349,9,25,32,2,,4,5,1,,1991,178,7,,,5,32803,NA
106410806,410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,San Mateo,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,Non-profit Corporation (incl. Church-related),100-149,District 13,District 19,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,5044,,,,,,2384,2660,,16,129,265,384,684,990,1092,1484,,,,21,1572,351,50,90,994,35,1931,,1041,3967,36,,50,778,4216,,482,582,1,3979,,,4066,978,,,14,189,,,208,4560,73,,,,,,,212,43,186,1330,210,12,,11,43,5,2547,443,,,,2,,,236,2977,3,1759,61,7,1,,,995,683,30,3,296,4,20,233,1267,375,64,184,223,81,13,340,88,143,1,1,,238,1509,860,2,6,91,370,29,1418,13,166,198,2,1,18,,120,3,4983,48,13,,,,21526,NA
106410817,410817,AHMC SETON MEDICAL CENTER,San Mateo,1900 SULLIVAN AVE,DALY CITY,94015,Investor - Limited Liability Company,300-499,District 11,District 19,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,3170,,399,,271,,1860,1980,,6,59,158,231,457,845,956,1128,,,,15,1539,184,55,2,176,124,1745,,587,3143,110,,9,998,2833,,771,2970,,99,,,3619,221,,8,79,21,34,294,351,2737,312,3,,,1,,,162,80,223,468,91,4,57,9,13,49,1940,735,8,,1,,,,824,2102,25,716,45,51,75,,2,766,446,22,12,170,,58,206,675,269,297,179,111,111,,356,72,89,,1,,560,602,346,,5,69,216,45,1922,,44,22,,,,9,,,3783,24,23,1,,9,45762,NA
106410828,410828,AHMC SETON MEDICAL CENTER COASTSIDE,San Mateo,600 MARINE BLVD,MOSS BEACH,94038,Investor - Limited Liability Company,100-149,District 13,District 22,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,,,83,,,,41,42,,,1,4,1,14,21,13,29,,,,1,23,5,6,,11,,37,,18,65,,,1,82,,,82,1,,,,,65,18,,,,1,,,35,24,23,,,,,,,16,1,24,2,,3,,,,2,16,19,,,,,,,37,42,,3,1,,,,,15,3,,,3,,3,1,,10,6,4,2,32,,1,2,,,1,,,1,,,,,,,82,,,,,,,,,,83,,,,,,57531,Small/Rural
106410852,410852,MILLS-PENINSULA MEDICAL CENTER,San Mateo,1501 Trousdale Dr,Burlingame,94010,Non-profit Corporation (incl. Church-related),200-299,District 13,District 22,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,11597,,,,1594,,7484,5707,,642,766,1873,815,1261,1673,1883,2619,1655,4,,27,2512,390,271,1051,1235,217,7488,,2054,10797,340,,517,5485,7189,,2238,5015,,4325,1613,,11937,1254,,6,30,382,5,27,723,9998,407,,1607,6,,,,237,149,340,2155,340,5,2,51,83,107,8650,1071,,1,,,,,1566,5606,68,5615,280,38,18,,,1774,1074,116,14,341,10,73,397,1608,785,1770,644,390,217,1704,360,118,125,1655,16,,1347,1643,1115,8,74,227,901,139,5201,41,184,126,4,,48,472,77,1584,12711,277,170,,6,27,57180,NA
106410891,410891,SEQUOIA HOSPITAL,San Mateo,170 ALAMEDA,REDWOOD CITY,94062,Non-profit Corporation (incl. Church-related),200-299,District 13,District 22,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,5551,,,,,,3427,2124,,9,164,989,284,397,703,852,1007,1146,,,8,1062,111,14,44,734,139,3439,,531,4954,66,,11,3493,2043,4,1302,1919,,1188,1142,,5122,429,,,1,2321,,,40,2021,26,,1141,,,1,,42,15,79,919,85,9,,2,22,22,3865,375,2,113,1,,,,284,2156,19,3046,18,19,,1,8,697,366,17,4,124,1,6,116,336,364,23,750,112,67,1153,179,48,34,1146,8,,578,673,275,,43,44,926,66,1467,44,55,40,,,12,258,1,1069,5488,22,35,4,1,1,18720,NA
106414018,414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,570 WILLOW RD,MENLO PARK,94025,Non-profit Corporation (incl. Church-related),1-49,District 13,District 24,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,142,,,,,,117,25,,1,1,10,38,21,39,26,6,,,,,22,,2,2,3,10,103,,12,124,6,,,142,,,142,,,,,,142,,,,,5,,,1,136,,,,,,,,2,,,4,,,,,,,136,,,,,,,,3,41,1,93,3,1,,,,,9,,,2,,16,12,,6,,32,64,,,,1,,,,,,,10,,19,51,40,,,,,,,,20,2,,,142,,,,,,210,NA
106414139,414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,San Mateo,1100 Veterans Blvd,Redwood City,94063,Non-profit Corporation (incl. Church-related),150-199,District 13,District 22,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,9536,,,,,,5736,3800,,58,674,1852,624,790,1076,1082,1265,2114,,1,24,2389,413,121,186,1791,290,4322,,1873,7091,572,,751,5850,2935,,1469,647,,5339,2081,,8574,962,,,73,81,5,,1044,6188,54,,2081,,10,,,420,59,201,1573,196,,2,11,120,,6610,343,,,,1,,,473,2789,7,6123,134,10,,,,1379,504,16,2,141,3,58,156,752,503,82,329,572,423,2148,192,61,80,2114,21,,606,2349,433,7,35,91,324,1077,1671,19,74,133,61,,15,483,89,2069,9445,61,30,,,,29334,NA
106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,351 S PATTERSON AVE,SANTA BARBARA,93111,Non-profit Corporation (incl. Church-related),50-99,District 19,District 37,Goleta South/Isla Vista/Santa Barbara South,Urban,1596,,,,,,899,697,,16,53,45,67,198,421,454,342,,,,10,23,26,22,2,152,15,1343,3,232,1316,47,1,30,1053,509,4,1033,506,2,55,,,1504,92,,1,6,17,1,,58,1476,33,,,,4,,,39,,6,600,15,,1,,66,2,682,185,,,,,,,150,890,9,419,36,44,48,,,30,73,5,,30,,6,49,80,276,12,916,10,9,1,55,32,11,,1,,13,28,29,,1,51,1128,6,319,1,8,8,,,2,2,,,1539,23,33,,,1,3342,NA
106420491,420491,LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,1515 E Ocean Ave,Lompoc,93436,District,50-99,District 19,District 35,Lompoc/Mission Hills/Vandenberg,Rural,2594,,166,,,,1585,1175,,60,279,333,212,265,352,355,531,360,13,,14,39,135,39,5,930,138,1460,,986,1597,177,,,1106,1654,,762,1653,,2,343,,2377,383,,,1,59,118,133,41,2032,33,,343,,,,,144,72,48,571,43,1,134,14,10,10,1380,331,,2,,,,,919,1103,229,478,30,1,,,,254,368,22,6,143,1,44,107,276,185,51,102,65,58,358,206,92,68,353,,1,35,725,305,3,18,79,149,11,924,17,35,5,4,1,4,59,41,345,2687,67,6,,,,13294,Small/Rural
106420493,420493,MARIAN REGIONAL MEDICAL CENTER,Santa Barbara,1400 E CHURCH ST,SANTA MARIA,93454,Non-profit Corporation (incl. Church-related),300-499,District 19,District 35,Orcutt/Santa Maria,Urban,14705,36,608,,,,9254,6095,,459,2195,1943,892,1284,1686,1652,1968,3180,90,,28,376,201,80,26,4037,298,10303,,8700,6356,293,,319,8115,6887,28,2242,6605,,3377,3039,86,13606,1743,,2,12,1643,2,50,975,9431,195,,3019,5,,15,,193,147,425,1721,253,2,8,18,204,39,11387,949,2,1,,,,,7238,4573,479,2693,242,27,73,,24,1320,1181,80,7,787,4,115,503,1817,1003,166,543,323,197,3354,544,101,198,3098,8,,797,4352,1355,4,121,207,803,193,3977,17,192,171,7,2,33,107,16,2995,15052,250,43,1,2,1,79092,NA
106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,400 W Pueblo St,Santa Barbara,93105,Non-profit Corporation (incl. Church-related),300-499,District 19,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,16603,670,,,874,,9624,8520,3,519,1282,2127,1198,1949,2763,2761,3110,2154,284,,67,415,357,315,26,2676,556,13686,49,5006,11964,1133,44,1196,7872,9029,50,5048,9055,42,2036,1965,1,16487,1660,,3,106,421,29,5,2995,12239,359,2,1959,5,23,1,,134,,403,1908,326,65,38,35,642,30,13108,1448,,8,1,,1,,4191,6670,196,6117,348,98,527,,,2713,1917,107,19,595,11,388,561,1605,1750,1125,801,872,460,2023,669,122,302,2031,75,1,1949,1882,2051,11,233,382,1172,465,6765,46,474,237,26,5,82,353,100,1914,17437,567,128,,3,12,86694,NA
106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,2050 Viborg Rd,Solvang,93463,Non-profit Corporation (incl. Church-related),1-49,District 19,District 37,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,94,,,,,,56,38,,,,1,3,2,12,15,61,,,,1,,,1,,3,,89,,2,91,1,,,9,85,,7,85,,2,,,55,39,,,,,,,1,89,4,,,,,,,5,,4,7,4,1,,,3,,55,15,,,,,,,2,75,,13,3,,1,,,11,10,1,1,5,,,6,13,9,1,4,1,2,,21,7,2,,,,,7,,,,,,,85,,2,,,,,,,,91,3,,,,,250,Small/Rural
106424002,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,Santa Barbara,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,City or County,1-49,District 19,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,,,,,436,,188,248,,6,121,112,81,63,50,3,,,,,4,20,16,4,1,25,,366,,164,262,10,,423,13,,,,386,,50,,,436,,,,16,1,47,,371,1,,,,,,,,1,41,,,,25,24,,,163,182,,,,,,,34,311,80,3,7,,1,,,,,,,,,,,,,,435,,,,,,,,,,1,,,,,,,,,436,,,,,,,,,,424,7,4,,1,,5554,NA
106430705,430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,225 N JACKSON AVE,SAN JOSE,95116,Investor - Corporation,200-299,District 15,District 27,Berryessa/East San Jose/Milpitas East,Urban,12059,,,2,,,5597,6462,2,128,741,973,1096,1816,2181,2214,2611,301,,,3,4434,390,241,23,114,2,6854,,4462,7503,96,,,1195,10866,,495,9936,,388,300,942,11564,497,,,6,799,2,,713,10049,192,,300,,,,,464,448,727,1803,478,,17,15,141,37,6291,1637,1,,2,,,1,3563,5693,64,2085,197,51,219,181,7,2188,1378,205,24,602,24,340,647,2398,1565,192,220,275,363,345,661,117,210,300,6,1,1475,1188,1312,8,31,240,796,168,5910,18,256,107,,11,20,26,238,257,11424,538,87,,6,6,70003,NA
106430763,430763,EL CAMINO HEALTH,Santa Clara,2500 GRANT RD,MOUNTAIN VIEW,94040,Non-profit Corporation (incl. Church-related),300-499,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,20685,557,,,858,,13194,8906,,155,1482,4073,1327,1714,2463,2741,3811,4331,3,,22,7597,469,415,67,3539,35,9956,,2464,19267,369,,48,11272,10778,2,4907,8289,1,4660,4243,,20606,1494,,4,26,890,1,256,480,15458,723,8,4240,3,11,,,236,289,363,3084,441,,1,32,278,125,15483,1751,1,16,,,,,1673,6863,69,10807,,82,2606,,,2289,1609,129,18,640,8,366,734,1544,1259,1159,882,1053,368,4453,828,251,165,4330,15,,1766,1710,1643,6,217,288,1253,210,8859,71,313,508,15,1,72,775,113,4280,21551,369,157,1,21,1,96123,NA
106430779,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Santa Clara,2425 SAMARITAN DR,SAN JOSE,95124,Investor - Corporation,300-499,District 15,District 28,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,16950,321,,1,738,,10865,7139,6,273,1118,3151,1151,1441,1888,2272,3233,3318,165,,16,4663,423,582,74,2134,49,10068,1,2292,15548,170,,,7592,10418,,5551,9028,,345,3085,1,17516,493,1,,18,4772,4,,1330,8623,178,,3081,2,,2,,273,233,492,2080,448,3,4,48,383,62,12440,1538,,6,,,,,1869,6369,104,9205,243,48,77,75,20,2381,1379,191,14,560,14,312,479,1370,1061,901,539,593,434,3385,689,149,295,3239,25,,1262,1947,1495,3,264,388,1213,249,7601,100,292,99,7,2,69,670,99,2250,17493,255,239,,6,17,84203,NA
106430837,430837,O'CONNOR HOSPITAL,Santa Clara,2105 FOREST AVE,SAN JOSE,95128,City or County,300-499,District 10,District 28,San Jose Northwest,Urban,9162,,104,,,,4975,4291,,122,767,1102,849,1304,1461,1119,1471,1031,40,,26,1987,460,108,55,128,110,6392,,3966,5232,68,,366,2412,6488,,981,6460,9,836,979,1,8813,453,,,59,606,,72,370,7165,8,1,975,4,6,,,109,299,284,901,156,23,5,5,23,7,6191,1257,,,,6,,42,4442,2709,216,1348,463,42,,,4,1306,1049,62,12,437,3,3,400,1411,585,175,343,197,210,1060,608,201,180,1015,6,3,909,1638,888,,38,188,492,110,3600,22,135,87,5,1,18,19,144,972,8691,532,43,,,,50952,NA
106430883,430883,SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,751 S BASCOM AVE,SAN JOSE,95128,City or County,500+,District 15,District 28,San Jose Northwest,Urban,19909,808,,,383,,10740,10355,5,887,2436,2854,2147,3103,3203,1713,1125,3126,506,,40,3716,1134,334,147,9785,332,5612,,10740,9988,372,,736,8853,11511,,4994,10111,2,1744,2814,1435,20851,249,,,957,3151,229,265,811,12695,157,,2801,13,21,,,317,593,383,829,196,90,108,124,247,116,16294,1721,1,8,1,72,,122,13712,2809,1286,2303,755,113,,,,2105,1810,127,37,889,40,218,752,1982,2609,972,414,883,792,3021,759,364,325,2941,48,12,1220,3927,1636,19,274,673,1096,410,8014,95,333,244,28,20,92,74,164,2781,19988,1023,89,,,,127817,Teaching
106430905,430905,STANFORD HEALTH CARE,Santa Clara,300 PASTEUR DR,PALO ALTO,94305,Non-profit Corporation (incl. Church-related),200-299,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,26290,,,,455,,13039,13705,1,272,1644,2459,3001,4569,5956,5317,3527,,,,84,3759,1347,390,431,6260,323,14150,1,5202,21148,387,8,277,13017,13451,,9337,14491,,2400,,517,25508,1235,2,15,49,747,5,73,2313,23108,425,7,,,3,,,551,,750,6207,590,,14,71,570,6,15836,2111,,20,4,15,,,4301,12468,251,8175,736,97,717,,,4210,2814,327,21,873,40,966,966,2046,3683,893,2273,4285,1279,151,930,300,342,1,340,5,3384,2969,3639,55,302,801,3622,1281,7502,215,1069,708,232,28,613,141,171,13,25218,612,882,1,11,21,166517,Teaching
