oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_NA,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Other,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Disaster_Care_Site,disp_Invalid_Blank,disp_Prison_Jail,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_Blood_Forming,DX_Circulatory,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,DX_Congenital,DX_Perinatal,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Male_Reproductive_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Urinary_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Nose_Mouth_Pharynx,PR_Obstetrical,PR_No_Group_Assigned,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days,teach_rural,,,,,,,,,,,,,,,,,,,,
106244027,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,Merced,300 E 15TH ST,MERCED,95340,City or County,1-49,District 12,District 21,El Nido/Merced Southwest,Rural,,,,343,,,152,191,,14,91,100,54,44,34,6,,,,,3,3,40,7,10,90,16,174,,134,201,8,,108,235,,,1,,,342,,,343,,,,8,,12,,126,,197,,,,,,3,8,,,,,1,,15,304,1,,,,,,11,,226,77,6,,3,31,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,314,,28,1,,,2453,NA,,,,,,,,,,,,,,,,,,,,
106250955,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,741 Main St,Cedarville,96104,District,1-49,District 1,District 1,Surprise Valley,Frontier,14,20,,,,,21,13,,,,,3,2,2,10,17,,,,4,,,,,1,2,27,,1,33,,,,26,8,,23,5,,6,,,7,27,,,,3,,,8,,23,,,,,,2,,11,,,,,,,20,1,,,,,,,,14,17,,,2,,,1,,,2,1,1,4,,,7,5,5,3,,,1,4,,1,,,,,,,,,,,34,,,,,,,,,,34,,,,,,1193,Small/Rural,,,,,,,,,,,,,,,,,,,,
106250956,250956,MODOC MEDICAL CENTER,Modoc,228 W McDowell Ave,Alturas,96101,District,50-99,District 1,District 1,Alturas/Canby,Frontier,242,55,,,,,167,130,,4,5,32,14,45,52,67,75,,3,,11,2,,2,,,59,223,,8,271,18,,4,52,241,,54,214,,29,,,223,74,,,2,25,,36,12,,219,3,,,,,23,11,20,,,,1,,,192,44,3,,2,,1,,,108,169,,,16,3,1,,,3,39,23,30,22,13,22,31,7,8,11,1,1,4,64,6,12,,,1,147,4,,2,,,1,73,69,,,,,,,,,292,,2,3,,,12825,Small/Rural,,,,,,,,,,,,,,,,,,,,
106260011,260011,MAMMOTH HOSPITAL,Mono,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,District,1-49,District 8,District 5,Mammoth Lakes,Rural,841,,,,,,411,430,,44,99,81,74,129,174,98,41,81,20,,8,21,7,7,2,165,5,626,,168,648,25,,,363,478,,212,478,2,85,64,,476,365,,,,44,1,,,,732,,,63,,1,37,2,2,,,,,,,774,26,,,,,,,,214,218,7,,374,18,10,,,5,40,68,22,25,9,242,17,183,7,6,,70,2,51,11,11,,72,11,20,48,5,13,9,303,8,334,23,2,,,,1,1,63,,774,11,5,51,,,1797,Small/Rural,,,,,,,,,,,,,,,,,,,,
106270744,270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Monterey,23625 HOLMAN HWY,MONTEREY,93940,Non-profit Corporation (incl. Church-related),200-299,District 17,District 29,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,Urban,13560,787,225,849,,,8535,6886,,201,1048,1457,964,1527,2441,2926,3535,1198,124,,90,803,721,369,195,2500,978,9762,3,2404,12198,819,,5,5384,10032,,3325,7643,6,3349,1098,,13249,2172,,10,15,388,6,172,1248,42,12361,81,,1095,2,1,201,151,353,2331,364,3,63,197,39,10054,1641,,8,4,,1,11,,2521,7671,1141,29,3699,238,119,,3,103,2493,1758,501,627,1117,1102,1347,1072,482,631,20,1182,31,998,355,434,22,1146,1271,1638,1732,67,301,264,1348,296,6929,253,129,8,12,1,32,54,1085,1,14706,37,392,284,2,,73675,NA,,,,,,,,,,,,,,,,,,,,
106270777,270777,GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,300 CANAL ST,KING CITY,93930,Non-profit Corporation (incl. Church-related),50-99,District 12,District 30,King City/San Lucas,Rural,933,67,,,,,603,397,,42,165,146,50,67,46,68,106,273,37,,,11,15,,,381,224,369,,816,181,3,,,554,446,,189,368,,189,254,,956,44,,,2,180,1,48,24,,490,1,,253,1,,36,7,12,13,2,2,,1,30,846,12,,34,3,,,2,,624,206,4,1,149,11,5,,,5,44,110,36,36,43,24,14,9,1,8,1,267,1,87,26,28,,260,7,292,51,5,13,,15,1,359,3,2,,,,,1,251,,989,,8,3,,,11578,Small/Rural,,,,,,,,,,,,,,,,,,,,
106270875,270875,SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,450 E ROMIE LN,SALINAS,93901,District,200-299,District 12,District 30,Salinas/Spreckels,Urban,13375,,,,,,7656,5717,2,222,1435,1374,970,1457,1993,1795,2043,1922,164,,27,519,250,30,35,7980,67,4461,6,8039,5145,191,,5,3727,9641,2,1251,9636,,702,1786,,11889,1445,41,52,15,1121,27,,143,,10216,15,,1785,,1,148,153,311,2359,187,3,9,263,,8608,1267,,18,,,,49,,4184,5160,126,,3709,134,62,,,99,2270,1312,558,670,1121,716,272,437,454,327,8,1976,15,935,208,139,15,1843,1489,690,1282,167,290,40,629,240,6305,258,179,11,23,1,73,36,1662,,12937,,378,57,,3,50315,NA,,,,,,,,,,,,,,,,,,,,
106274043,274043,NATIVIDAD MEDICAL CENTER,Monterey,1441 CONSTITUTION BLVD,SALINAS,93906,City or County,150-199,District 12,District 30,Salinas/Spreckels,Urban,9649,,653,699,,,6241,4758,2,438,1953,1672,967,1018,982,677,561,2490,243,,110,375,280,42,36,54,40,10064,,8343,2607,51,,60,4141,6800,,401,6353,,1574,2187,486,10677,324,,222,10,968,391,147,774,,6268,34,,2183,3,1,247,170,93,853,52,,50,393,187,8214,332,,54,,,,356,184,6841,1857,417,,1490,158,54,,,36,646,774,441,227,351,1435,1023,173,88,205,4,2355,20,507,134,236,5,2341,317,1139,793,61,204,43,584,147,5194,108,100,4,,4,22,36,2245,,10378,1,561,41,19,1,44750,NA,,,,,,,,,,,,,,,,,,,,
106281047,281047,QUEEN OF THE VALLEY MEDICAL CENTER,Napa,1000 TRANCAS ST,NAPA,94558,Investor - Limited Liability Company,200-299,District 3,District 4,Napa Central,Urban,6774,,213,,,1,3631,3354,3,53,504,671,447,798,1206,1223,1356,730,,,11,135,154,14,25,109,335,6202,3,1605,5116,267,,299,2556,4133,,747,3989,3,1520,707,22,6276,712,,1,185,7,12,254,492,3,5200,127,,706,1,,308,91,187,1038,147,,166,126,16,3947,916,1,,15,,,30,,1953,3461,159,,1269,64,61,21,,44,1167,640,350,295,874,701,131,397,113,208,6,744,7,353,109,116,5,728,664,1442,592,31,161,48,573,119,2432,98,90,4,1,,15,18,700,,6710,9,179,85,5,,29395,NA,,,,,,,,,,,,,,,,,,,,
106281078,281078,ADVENTIST HEALTH ST. HELENA,Napa,10 WOODLAND RD,ST. HELENA,94574,Non-profit Corporation (incl. Church-related),150-199,District 3,District 4,Angwin/Deer Park/St. Helena,Rural,3867,,,830,,,2269,2426,2,20,308,381,315,638,1147,1036,652,200,,,55,57,132,10,16,479,80,3868,,606,4011,76,4,1647,2025,1022,3,1119,1197,1,2181,199,,4351,346,,43,33,153,7,61,2003,38,2129,31,,197,1,1,130,50,99,467,70,,49,9,74,3303,418,4,,18,,3,3,14,1290,2418,90,,843,27,15,,,17,1159,245,138,170,366,297,878,557,121,22,53,210,2,151,58,48,5,200,1111,873,195,8,61,27,685,8,1294,128,88,,2,,15,4,198,,4402,1,193,97,4,,25165,NA,,,,,,,,,,,,,,,,,,,,
106291023,291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,155 GLASSON WAY,GRASS VALLEY,95945,Non-profit Corporation (incl. Church-related),100-149,District 1,District 1,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,Rural,4937,,,,,,2685,2252,,41,345,403,285,433,847,1014,1085,447,37,,18,30,17,91,7,145,83,4546,,164,4728,45,,,1017,3920,,320,2137,,2016,422,42,4052,885,,,,271,,,6,,4225,13,,418,3,1,250,126,105,642,88,,29,17,8,2830,833,,,3,,,6,,1337,2720,151,,689,33,7,,,46,802,551,179,205,661,483,189,62,106,124,5,451,1,469,104,60,1,438,136,728,365,23,86,89,241,27,2672,82,51,1,,1,10,11,414,,4783,,112,41,1,,17981,Small/Rural,,,,,,,,,,,,,,,,,,,,
106291053,291053,TAHOE FOREST HOSPITAL,Nevada,10121 Pine Ave,Truckee,96161,District,50-99,District 1,District 1,North Bloomfield/North San Juan/Truckee,Rural,2070,69,,,,,1199,940,,25,175,287,139,227,318,372,227,350,19,,3,22,16,12,2,27,11,2046,,320,1800,19,,3,1145,991,,752,996,1,47,343,,2063,76,,2,6,18,1,74,36,2,1652,5,,342,1,,86,,25,38,8,,3,20,1,1856,86,13,,1,,1,1,1,462,766,11,1,782,88,28,,,16,119,188,49,73,94,291,46,254,54,15,1,367,2,156,46,23,,345,40,72,143,10,33,85,399,13,945,23,16,1,1,1,6,4,347,,1834,2,13,290,,,18120,Small/Rural,,,,,,,,,,,,,,,,,,,,
106300032,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Orange,1201 W La Veta Ave,Orange,92868,Non-profit Corporation (incl. Church-related),300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,13109,,,829,,,6460,7475,3,4831,301,5,1,1,,,,3511,5288,,15,1288,404,62,70,3248,408,8443,,7246,6401,291,,2072,4097,7769,,2163,226,,11387,,162,13931,7,,14,15,574,14,36,3241,,10006,34,4,,,,157,13,83,159,14,,48,35,10,13296,72,,4,45,,,2,,8449,10,156,,5232,91,,,,390,196,1641,637,484,526,957,991,408,755,1767,7,,106,2498,266,421,679,1209,443,2322,1233,48,244,21,488,663,7785,237,98,49,14,13,89,191,,,13732,40,1,157,1,7,74512,NA,,,,,,,,,,,,,,,,,,,,
106300225,300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,Orange,9920 TALBERT AVE,FOUNTAIN VALLEY,92708,Non-profit Corporation (incl. Church-related),200-299,District 34,District 72,Fountain Valley/Huntington Beach Central,Urban,13898,,,,,,8194,5704,,31,860,1706,1030,1589,2088,2263,2647,1684,,,20,3998,269,106,78,2138,50,7195,44,2505,11327,63,3,,6040,7858,,3214,7780,1,1258,1645,,13091,807,,,10,93,,,190,4,11892,64,,1644,1,,238,,245,2632,229,,9,29,2,8973,1516,3,21,1,,,,,1809,6200,99,,5429,278,83,,,123,1909,1503,800,560,1332,1089,187,1036,654,197,14,1716,20,719,202,142,13,1682,1289,2147,2177,112,284,369,1382,206,3683,296,208,4,14,,60,21,1646,,13641,1,187,69,,,48669,NA,,,,,,,,,,,,,,,,,,,,
106301098,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,1111 W LA PALMA AVE,ANAHEIM,92801,Investor - Individual,200-299,District 29,District 69,Anaheim Central,Urban,10262,,,,,,5434,4825,3,89,816,1079,951,1520,1874,1458,1513,962,,,24,1302,334,4,31,627,11,7929,,4235,6023,4,,92,2924,7245,1,1026,7574,,788,874,,10047,215,,,5,126,,,244,,8704,309,,863,9,2,285,405,182,1362,159,,23,18,17,6189,1609,2,9,1,,,1,6,4034,3461,64,9,2140,503,24,7,14,180,2026,1150,530,540,801,696,261,349,364,218,26,931,25,754,316,135,5,955,1717,1273,1117,94,280,18,577,67,3786,230,142,1,11,1,49,32,867,,10038,6,101,71,15,31,43141,NA,,,,,,,,,,,,,,,,,,,,
106301127,301127,KINDRED HOSPITAL - BREA,Orange,875 N Brea Blvd,Brea,92821,Investor - Limited Liability Company,50-99,District 29,District 55,Brea West/Fullerton North/La Habra,Urban,414,133,,,,,263,284,,,5,14,22,64,119,162,161,,,,,73,16,,,97,4,357,,70,452,25,,,547,,,547,,,,,,400,147,,,48,,,43,454,,1,1,,,,,98,7,94,81,12,1,,12,,33,209,,,,,,,,110,280,29,,108,18,2,,,5,32,18,7,18,81,40,,36,8,10,,,,276,8,8,,,32,115,38,,5,,7,,333,16,1,,,,,,,,544,,1,1,1,,19666,NA,,,,,,,,,,,,,,,,,,,,
106301140,301140,CHAPMAN GLOBAL MEDICAL CENTER,Orange,2601 E Chapman Ave,Orange,92869,Investor - Corporation,100-149,District 37,District 68,Anaheim Hills/City of Orange East/Villa Park,Urban,1905,13,,325,188,,1277,1153,1,8,139,238,355,489,450,376,376,,,,3,136,100,7,22,622,3,1538,,696,1676,59,,12,1355,1064,,914,379,1,1131,,6,2311,120,,,28,14,,54,50,,2185,100,,,,,103,86,105,107,38,4,42,177,133,1306,312,2,,16,,,,,412,1054,5,,763,21,174,2,,9,141,188,277,79,174,158,690,426,36,42,1,1,1,134,60,14,,,54,541,355,1,81,1,438,58,869,24,6,1,,,1,,1,,2301,6,81,38,1,4,22580,NA,,,,,,,,,,,,,,,,,,,,
106301155,301155,COLLEGE HOSPITAL COSTA MESA,Orange,301 VICTORIA ST,COSTA MESA,92627,Investor - Partnership,100-149,District 37,District 74,Costa Mesa,Urban,1444,,,2972,,,1967,2449,,1019,1014,895,628,599,228,29,4,,,,5,221,300,11,,1434,6,2439,,1352,2995,69,,,4416,,,148,3267,,1001,,,4416,,,,,134,2,,2744,,1365,171,,,,,19,941,,,,,12,,94,3337,1,,12,,,,,6,3431,151,84,,730,12,,2,,,,,1,1,,,4411,1,,,,,1,1,,,,,,1323,,,,,,,3093,,,,,,,,,,3817,,561,37,1,,39506,NA,,,,,,,,,,,,,,,,,,,,
106301175,301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,Orange,17100 EUCLID ST,FOUNTAIN VALLEY,92708,Investor - Corporation,200-299,District 34,District 72,Fountain Valley/Huntington Beach Central,Urban,21497,,,,,,11945,9552,,638,1831,2441,1723,2864,3017,2460,2781,3184,558,,26,8159,435,70,151,6588,191,5877,,6931,14218,330,18,1614,7669,12214,,2075,851,1,15734,2836,,21220,259,18,8,108,172,1,1,1691,1,16233,446,,2826,8,2,542,586,404,3067,231,,40,73,48,14119,2362,,17,6,,,2,23,9351,6772,161,57,3037,2026,14,56,,193,3146,2244,1232,1030,1336,1277,405,963,756,494,20,2950,36,1653,453,333,16,2960,2154,4564,2589,222,394,143,1209,188,6478,369,199,16,15,3,39,60,2855,,20846,1,475,134,14,27,91690,NA,,,,,,,,,,,,,,,,,,,,
106301188,301188,ANAHEIM GLOBAL MEDICAL CENTER,Orange,1025 S ANAHEIM BLVD,ANAHEIM,92805,Investor - Corporation,150-199,District 34,District 69,Anaheim Central,Urban,3716,,,2255,,,3058,2913,,162,1171,1064,690,777,653,337,244,873,,,12,313,327,34,22,3168,9,2086,,2813,3132,26,,142,2710,3119,,639,1099,,3357,871,5,5926,45,,1,31,437,293,85,508,,3641,104,,862,2,7,77,424,54,42,25,13,65,27,90,4414,368,,106,19,,,247,,3639,1198,427,,386,301,9,11,,13,425,258,114,88,325,178,2340,55,73,59,3,946,1,112,90,17,1,873,322,926,244,51,72,20,102,15,3272,51,9,,,,4,10,873,,4543,62,1249,102,3,12,46359,NA,,,,,,,,,,,,,,,,,,,,
106301205,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,1 Hoag Dr,Newport Beach,92663,Non-profit Corporation (incl. Church-related),300-499,District 37,District 74,Costa Mesa,Urban,37642,7,444,,879,18,22872,16118,,204,2923,6368,2473,3355,4344,5602,6841,6880,,,123,6474,587,202,133,1222,649,29589,11,4114,34247,618,11,106,18884,19859,141,10601,2143,6,19391,6848,1,36918,2072,,3,87,316,5,563,472,5,30546,145,,6844,4,,530,406,727,5804,839,,149,556,6,26359,3414,,67,122,,3,8,,4044,14138,172,7,17886,2685,58,,,210,4567,3615,951,1283,3409,3053,1431,780,1882,878,18,7232,41,1618,498,571,73,6880,2537,8770,3707,291,754,1738,1465,822,10339,870,637,16,58,2,166,68,6750,,37957,20,421,584,6,2,144703,NA,,,,,,,,,,,,,,,,,,,,
106301209,301209,HUNTINGTON BEACH HOSPITAL,Orange,17772 BEACH BLVD,HUNTINGTON BEACH,92647,Non-profit Corporation (incl. Church-related),100-149,District 34,District 72,Huntington Beach North/Seal Beach East/Westminster,Urban,3050,,,709,,,1740,2019,,25,256,322,462,793,791,525,585,,,,7,452,179,36,20,543,8,2514,,606,3142,10,1,35,278,3446,,287,3447,1,24,,,3686,73,,,,7,,135,36,2,3074,505,,,,,199,247,45,88,21,,108,16,294,1769,970,,,,,,2,,1075,2086,31,14,308,234,10,1,,23,375,498,175,217,355,225,1002,209,16,210,3,12,1,272,141,25,,,155,452,319,8,73,1,150,20,2413,32,116,4,,,2,8,6,,3353,,314,67,25,,24041,NA,,,,,,,,,,,,,,,,,,,,
106301234,301234,LA PALMA INTERCOMMUNITY HOSPITAL,Orange,7901 Walker St,La Palma,90623,Non-profit Corporation (incl. Church-related),100-149,District 29,District 65,Buena Park/La Palma,Urban,2833,,,178,,,1581,1429,1,14,119,155,244,450,603,586,840,,,,5,943,261,39,15,526,14,1207,1,712,2290,9,,9,214,2788,,162,2787,1,61,,,2882,129,,,,11,,44,10,2,2369,574,1,,,,247,151,64,170,33,,42,7,61,1405,830,,,1,,,,,628,1918,8,30,292,121,14,,,33,546,388,173,196,626,200,246,84,42,154,4,14,3,212,59,31,,,191,519,394,8,66,,67,5,1695,35,21,,,2,2,2,4,,2877,3,105,18,8,,13610,NA,,,,,,,,,,,,,,,,,,,,
106301248,301248,LOS ALAMITOS MEDICAL CENTER,Orange,3751 KATELLA AVE,LOS ALAMITOS,90720,Investor - Corporation,150-199,District 34,District 72,Cypress/Los Alamitos/Rossmoor,Urban,8378,,,,,,4592,3786,,31,273,435,522,957,1283,1929,2698,250,,,9,827,389,11,119,340,83,6599,1,1275,7006,96,1,79,1369,6930,,583,1190,,6363,242,,7537,833,8,30,123,185,,1,126,,7290,381,,242,,,341,173,322,1515,213,,26,81,59,3937,1708,,,3,,,,,791,5036,112,142,2216,21,48,12,,91,1826,986,399,429,959,963,139,381,448,313,9,260,20,629,113,161,2,250,1011,951,914,119,194,71,711,176,3592,172,142,7,11,1,52,12,242,,8225,,60,71,5,17,40668,NA,,,,,,,,,,,,,,,,,,,,
106301258,301258,SOUTH COAST GLOBAL MEDICAL CENTER,Orange,2701 S Bristol St,Santa Ana,92704,Investor - Corporation,150-199,District 34,District 69,Santa Ana South,Urban,5738,22,,300,,,3912,2147,1,66,689,1444,429,387,467,378,280,1920,,,4,2855,67,2,17,1016,,2099,,2194,3859,7,,12,4255,1793,,1755,1332,1,1052,1915,5,6012,48,,,45,845,,61,32,1,2971,190,,1902,6,7,153,111,55,46,3,10,65,20,71,5019,493,4,,9,,,1,,1970,959,3,,250,2872,3,3,,32,241,366,112,141,319,123,394,43,106,59,2,1929,2,154,98,19,,1920,141,1468,335,111,70,37,78,2,1900,22,5,,8,,2,6,1875,,5839,11,165,29,2,14,40330,NA,,,,,,,,,,,,,,,,,,,,
106301262,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),300-499,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,16968,,434,,,,9686,7710,6,144,1331,2094,1015,1606,2342,2944,3532,2394,,,15,736,192,102,33,1574,214,14536,,2049,14952,401,,33,7137,10232,,2520,8229,3,3369,2386,895,16431,971,,4,78,571,2,285,97,2,13933,44,,2378,8,,583,146,553,3750,327,,87,365,34,9908,1578,,49,14,,,8,,3300,7616,214,,5882,291,76,23,,111,2600,1371,370,534,1636,2261,335,989,672,404,28,2473,10,842,183,175,19,2389,1829,1972,1320,98,342,701,1709,339,5900,506,208,16,32,8,64,45,2313,,16943,10,145,296,5,3,67879,NA,,,,,,,,,,,,,,,,,,,,
106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Orange,101 CITY DRIVE SOUTH,ORANGE,92868,University of California,300-499,District 34,District 69,Garden Grove North/Stanton,Urban,22056,,273,1027,,,11793,11563,,867,2475,2993,2612,3734,3975,2799,2201,1611,88,1,37,3720,807,917,154,3200,256,14258,7,8940,14126,290,,469,9556,13328,3,4817,7654,,7712,1546,1627,22268,1081,7,12,26,2619,36,366,2432,8,15827,477,7,1539,7,,778,496,391,2759,535,,137,448,105,15731,1864,,42,14,,2,54,16,9444,7266,446,83,5177,765,159,,,201,2847,2145,927,819,1593,4313,1361,818,2467,1076,14,1920,50,556,263,325,68,1593,2101,2732,2864,298,954,313,2004,1061,7323,540,951,48,85,79,212,128,1663,,21966,55,870,372,92,1,135450,Teaching,,,,,,,,,,,,,,,,,,,,
106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Orange,12601 Garden Grove Blvd,Garden Grove,92843,Investor - Limited Liability Company,150-199,District 34,District 69,Garden Grove North/Stanton,Urban,5457,,,,,,3174,2283,,56,548,729,399,550,630,586,1026,933,,,3,2419,84,49,53,89,3,2756,1,2004,3452,1,,18,1883,3556,,784,3558,5,209,901,,5308,149,,,1,83,,2,12,13,3900,545,,901,,,283,202,93,246,34,,17,3,81,3585,912,,,,,,1,,2158,1951,3,17,334,991,3,,,37,502,588,267,323,753,267,74,76,60,177,2,943,5,336,78,36,1,932,315,1553,507,56,99,24,103,14,1831,59,9,5,,,1,15,866,,5279,3,125,30,20,,19399,NA,,,,,,,,,,,,,,,,,,,,
106301297,301297,PLACENTIA LINDA HOSPITAL,Orange,1301 N Rose Dr,Placentia,92870,Investor - Corporation,100-149,District 29,District 55,Brea East/Placentia Central and North/Yorba Linda,Urban,3054,,,,,,1663,1391,,15,131,192,317,530,582,588,699,,,,2,198,82,4,12,860,19,1877,,640,2394,20,,62,487,2505,,306,153,,2595,,,2919,135,,1,116,131,,,89,1,2677,37,2,,,,122,82,76,432,79,,13,6,10,1708,525,,1,,,,,1,651,1398,10,37,864,64,23,6,,31,506,607,233,164,196,306,75,232,136,54,2,4,8,355,86,58,1,,262,202,604,21,63,28,350,22,1362,65,51,,1,,16,7,,,2936,1,73,43,1,,10599,NA,,,,,,,,,,,,,,,,,,,,
106301304,301304,NEWPORT BAY HOSPITAL,Orange,1501 E 16TH ST,NEWPORT BEACH,92663,Investor - Corporation,1-49,District 37,District 74,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,Urban,,,,825,,,434,391,,,1,5,21,72,216,269,241,,,,4,22,29,,3,1,1,765,,127,698,,,284,541,,,,,,824,,1,788,37,,,2,1,,,297,,14,511,,,,,71,16,1,1,,2,,,69,103,548,,14,,,,,,,823,,,2,,,,,,,,1,,,,820,,,4,,,,,,,,,,,,,,,,,825,,,,,,,,,,813,,8,4,,,11609,NA,,,,,,,,,,,,,,,,,,,,
106301317,301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,Orange,24451 Health Center Dr,Laguna Hills,92653,Non-profit Corporation (incl. Church-related),200-299,District 36,District 73,Laguna Beach/Laguna Woods,Urban,14112,,,,,,8573,5539,,34,776,1885,697,964,1663,2399,3445,2249,,,16,1601,211,158,26,1430,71,10581,18,1686,12309,110,7,,6522,7590,,3094,5119,1,3665,2233,,12620,1492,,1,2,127,,,162,3,11560,24,,2229,2,2,246,,388,2902,460,,57,96,3,8329,1626,,4,,,,1,,863,6601,199,,6202,231,16,,,108,2110,1449,300,527,1028,1091,193,775,569,270,16,2355,13,773,176,101,10,2248,1210,2319,1108,95,206,801,1157,148,4256,295,175,4,9,2,34,19,2274,,13944,11,33,124,,,48902,NA,,,,,,,,,,,,,,,,,,,,
106301337,301337,MISSION HOSPITAL LAGUNA BEACH,Orange,31872 Coast Hwy,Laguna Beach,92651,Non-profit Corporation (incl. Church-related),150-199,District 37,District 74,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,1795,,,1030,562,,1635,1752,,106,655,490,426,533,411,330,436,,,,1,77,58,12,1,141,5,3092,,215,3159,13,,48,432,2907,,328,2484,1,571,,3,3316,71,,,3,82,,95,65,,3139,1,2,,,,37,303,22,403,41,,45,33,232,2025,187,,,58,,,1,,684,1091,39,,1488,75,6,4,,8,131,249,71,67,172,217,1967,263,37,21,,5,3,106,49,21,,,51,857,146,,51,,343,29,1877,23,2,2,2,,2,1,1,,2927,3,320,135,2,,14646,NA,,,,,,,,,,,,,,,,,,,,
106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,Orange,1100 W STEWART DR,ORANGE,92868,Non-profit Corporation (incl. Church-related),300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,23838,,,1358,,,15362,9834,,399,3209,3578,1718,2259,3002,2980,3189,4862,,,2,1898,462,100,60,1308,77,21289,,10173,14790,233,,386,13670,11140,,3031,9913,,7389,4862,1,24464,732,,3,167,132,5,96,549,,19277,102,3,4859,3,,513,292,539,3733,336,,31,401,81,17240,1758,,174,92,,,6,,8065,8042,105,,8380,350,218,36,,108,2710,1610,807,692,2289,1560,1583,1370,989,341,22,5114,13,765,226,106,29,4862,2154,1903,1869,212,448,858,2139,345,9586,554,240,4,28,1,78,32,4745,,24599,4,477,110,6,,92124,NA,,,,,,,,,,,,,,,,,,,,
