oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_NA,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Other,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Disaster_Care_Site,disp_Invalid_Blank,disp_Prison_Jail,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_Blood_Forming,DX_Circulatory,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,DX_Congenital,DX_Perinatal,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Male_Reproductive_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Urinary_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Nose_Mouth_Pharynx,PR_Obstetrical,PR_No_Group_Assigned,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days,teach_rural,,,,,,,,,,,,,,,,,,,,
106301342,301342,ST. JUDE MEDICAL CENTER,Orange,101 E VALENCIA MESA DR,FULLERTON,92835,Non-profit Corporation (incl. Church-related),300-499,District 29,District 65,Fullerton Central and South,Urban,16104,,652,,,,9665,7087,4,82,1054,1972,893,1530,2447,2824,3566,2388,,,5,2776,296,300,64,779,125,12410,1,3507,12948,301,,73,7444,9239,,2115,8053,2,4236,2350,,15771,985,,1,27,53,2,519,343,8,13282,171,,2349,1,,547,95,549,3703,305,,23,444,33,8858,2181,,5,13,,,,,2606,7872,101,,6030,115,24,8,,127,2754,1277,401,519,1958,1389,163,886,831,386,14,2424,10,761,164,291,13,2388,1599,2139,1576,121,260,497,1351,385,5939,379,146,4,15,3,72,23,2247,,16495,8,173,75,4,1,71943,NA,,,,,,,,,,,,,,,,,,,,
106301357,301357,FOOTHILL REGIONAL MEDICAL CENTER,Orange,14662 Newport Ave,Tustin,92780,Investor - Corporation,150-199,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,2926,19,,,,,1434,1511,,19,159,250,372,655,685,428,371,2,4,,3,225,131,11,16,728,109,1722,,1067,1644,234,,784,587,1574,,1295,1454,,196,,,2931,14,,,57,,,,821,8,1867,192,,,,,101,151,28,217,22,,36,19,23,1505,830,,4,8,,,1,,910,1783,,,227,23,2,,,24,304,355,285,173,519,255,164,307,35,121,,3,8,204,133,54,1,,233,149,414,,60,4,349,18,1651,44,10,,5,,5,2,1,,2728,,193,12,2,10,17388,NA,,,,,,,,,,,,,,,,,,,,
106301379,301379,WEST ANAHEIM MEDICAL CENTER,Orange,3033 W ORANGE AVE,ANAHEIM,92804,Investor - Limited Liability Company,200-299,District 29,District 65,Anaheim West,Urban,6313,7,,288,,,3238,3370,,34,313,463,640,1128,1395,1217,1418,,,,12,1198,349,84,70,574,14,4307,,1720,4870,18,,37,165,6406,,135,6406,2,65,,,6318,290,,,18,23,,89,41,14,5114,1309,,,,,356,405,221,342,74,1,43,3,250,3169,1743,,,,,,1,,2106,3559,15,31,529,359,8,1,,42,1117,837,313,501,1312,491,447,283,82,317,3,22,4,614,147,72,4,,658,1319,691,21,109,5,211,13,3431,90,42,1,,,8,6,3,,6156,2,383,47,20,,36055,NA,,,,,,,,,,,,,,,,,,,,
106301380,301380,KINDRED HOSPITAL WESTMINSTER,Orange,200 HOSPITAL CIR,WESTMINSTER,92683,Investor - Limited Liability Company,100-149,District 34,District 72,Huntington Beach North/Seal Beach East/Westminster,Urban,854,,,,,,361,493,,2,7,27,37,96,193,240,252,,,,2,154,47,,1,145,,505,,86,709,59,,,854,,,854,,,,,,829,25,,,,,,,854,,,,,,,,91,17,218,122,26,,,28,,13,339,,,,,,,,70,533,52,,195,,4,,,1,46,26,20,38,150,101,3,8,3,9,,,,398,28,23,,,176,246,55,,10,9,4,,309,31,14,,,,,,,,840,,2,10,1,1,31057,NA,,,,,,,,,,,,,,,,,,,,
106301566,301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,Orange,1001 N TUSTIN AVE,SANTA ANA,92705,Investor - Corporation,200-299,District 34,District 69,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,8877,,,400,,,4897,4378,2,211,1198,1216,952,1111,1185,968,1116,1294,26,,20,504,260,6,58,4678,2,3749,,5246,4009,22,,41,3855,5381,,1387,3639,3,1672,1282,1294,8994,283,,,176,628,64,87,150,,6656,233,1,1266,5,11,310,384,222,359,99,22,63,222,60,6474,918,3,1,37,,,103,,4918,2676,130,53,1275,132,88,5,,33,1217,529,300,310,599,1858,685,106,173,224,8,1373,4,376,132,57,7,1286,692,2444,515,122,434,21,596,141,2757,116,84,2,4,6,7,24,1312,,8506,42,618,77,18,16,49208,NA,,,,,,,,,,,,,,,,,,,,
106304079,304079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,Orange,14851 Yorba St,Tustin,92780,Investor - Partnership,1-49,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,,,1175,,,,591,584,,1,29,29,75,165,247,308,321,,,,1,154,36,5,,34,16,929,,152,1007,16,,,1175,,,1170,,3,2,,,1175,,,,,34,,,1093,12,6,30,,,,,118,10,1,832,1,,,1,,81,131,,,,,,,,82,756,,,254,2,81,,,,365,2,1,1,2,250,1,16,3,88,,,1,12,1,432,,,,,,,,,,,1175,,,,,,,,,,1155,,,20,,,13992,NA,,,,,,,,,,,,,,,,,,,,
106304113,304113,CHILDREN'S HOSPITAL AT MISSION,Orange,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),50-99,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,2049,,,,,,942,1107,,594,1,,,,,,,721,733,,1,117,24,9,9,250,49,1590,,499,1491,59,,214,868,967,,457,775,1,727,2,87,2048,1,,,67,9,,27,418,,1522,3,1,1,1,,57,3,6,2,,,26,1,8,1935,,,11,,,,,,874,,50,,1079,46,,,,16,7,181,73,60,67,166,131,23,1,312,1,,29,519,35,65,14,349,28,355,90,1,19,16,27,75,1399,16,2,,,,1,20,,,2027,,,22,,,8914,NA,,,,,,,,,,,,,,,,,,,,
106304159,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Orange,393 S Tustin St,Orange,92866,Investor - Individual,1-49,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,,50,68,,,,50,68,,61,15,,,,,,,14,28,,,2,3,60,,30,,23,,65,53,,,,118,,,118,,,,,,118,,,,7,2,,1,106,,,2,,,,,53,,1,,,,,,1,57,6,,,,,,,,71,,1,,46,,,,,,2,,6,1,,48,,1,1,22,,1,,15,,11,4,6,,27,,,,,,,91,,,,,,,,,,117,,,1,,,18792,NA,,,,,,,,,,,,,,,,,,,,
106304409,304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,Orange,3440 E La Palma Ave,Anaheim,92806,Non-profit Corporation (incl. Church-related),200-299,District 37,District 68,Brea East/Placentia Central and North/Yorba Linda,Urban,30316,,,,,,18498,11817,1,506,2912,5305,1782,2286,3198,3565,3358,6953,447,4,90,5326,842,127,199,8286,1499,13947,,8568,21194,554,,1147,18233,10936,,6110,3234,26,14300,6643,3,28439,1877,,73,28,1352,,1,2405,4,19654,151,5,6626,17,,371,135,480,4885,440,5,39,111,3,22336,1504,,,6,,,1,,2399,8262,5,1,19429,204,16,,,155,2369,2484,556,641,2946,1703,274,1567,1604,450,8,7092,22,1154,261,166,88,6776,1258,3338,2654,363,492,1977,2262,554,9259,635,675,27,51,4,113,88,6566,,30086,,132,95,,3,105658,NA,,,,,,,,,,,,,,,,,,,,
106304460,304460,HOAG ORTHOPEDIC INSTITUTE,Orange,16250 Sand Canyon Ave,Irvine,92618,Investor - Limited Liability Company,50-99,District 37,District 74,Irvine Central/Tustin East,Urban,4742,,,,,1,2508,2235,,5,17,44,201,736,1570,1590,580,,,,3,195,54,17,4,88,51,4331,,222,4501,20,,4,4736,2,1,4577,2,,164,,,4737,6,,,2,16,,3,124,1,4594,2,1,,,,30,,,3597,1,,,123,,557,428,,,7,,,,,6,2638,14,,1896,50,139,,,,2,,2,,1,461,1,4234,13,6,,,,,6,13,4,,,9,,,24,,4623,50,37,,,,,,,,,,4671,1,1,70,,,7962,NA,,,,,,,,,,,,,,,,,,,,
106304583,304583,"LAGUNA TREATMENT HOSPITAL, LLC",Orange,24552 Pacific Park Dr,Aliso Viejo,92677,Investor - Corporation,50-99,District 36,District 73,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,,,,,1635,,560,1075,,35,607,402,296,209,78,6,2,,,,18,80,45,,5,90,140,1257,,202,1325,108,,,1635,,,1635,,,,,,1635,,,,,,,,,,1635,,,,,,17,243,,,,,10,,,1365,,,,,,,,,,,,35,1447,153,,,,,,,,1,,,1632,,,,,,,,,2,,,,1564,,,,,,,71,,,,,,,,,,884,,8,732,11,,26340,NA,,,,,,,,,,,,,,,,,,,,
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,Placer,11815 Education St,Auburn,95602,Non-profit Corporation (incl. Church-related),50-99,District 1,District 1,Auburn/Newcastle/Lincoln/Sheridan,Urban,3383,,,,,,1745,1638,,32,76,76,181,400,799,916,897,,6,,22,31,24,35,17,95,34,3125,,155,3193,35,,18,700,2665,,655,1786,2,940,,,2790,593,,4,7,50,12,2,40,,3032,236,,,,,167,39,81,880,90,,19,30,17,1373,678,1,,5,,,3,,390,2400,55,,461,63,14,,,29,505,496,127,169,490,380,89,487,97,76,4,2,4,332,56,39,1,,166,376,371,6,70,1,645,25,1579,82,38,2,4,,9,9,,,3259,2,74,38,10,,11544,NA,,,,,,,,,,,,,,,,,,,,
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,Placer,1 Medical Plaza Dr,Roseville,95661,Non-profit Corporation (incl. Church-related),300-499,District 4,District 6,Rocklin/Granite Bay,Urban,21974,,1113,,,,13103,9984,,340,1693,2525,1683,2485,3460,4090,3991,2620,200,,122,823,708,431,353,1994,438,18218,,2389,20109,589,,514,9124,13449,,5112,8100,3,6534,2367,971,21201,1886,,21,57,299,26,319,1729,1,17494,773,1,2364,3,,607,222,375,4563,577,,74,448,96,14213,1892,9,1,3,,,7,,3492,10627,864,9,7580,362,153,,,164,3307,2356,839,850,2238,3001,362,1426,747,511,20,2528,25,1302,326,527,18,2540,1667,2194,2362,270,488,433,2329,458,9369,584,391,19,8,22,77,75,2341,,22625,7,245,180,30,,97438,NA,,,,,,,,,,,,,,,,,,,,
106314024,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,Placer,1600 EUREKA RD,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),300-499,District 4,District 6,Rocklin/Granite Bay,Urban,29401,,,,,,18197,11204,,665,3147,4573,1181,1719,3069,3564,3737,7121,621,4,86,2540,1586,578,208,3521,842,20040,,3915,25172,314,,569,16275,12557,,2863,2010,,17761,6767,,26952,2449,,3,379,812,1,,1265,,19894,279,1,6724,18,25,375,149,498,3282,452,1,42,45,2,22540,2003,2,1,6,,1,2,3,3301,9264,222,,16291,300,20,,,257,3202,2373,619,557,2836,1397,294,810,853,333,22,7067,43,1364,241,166,105,6862,1855,8434,2059,80,384,1130,1530,217,5840,355,679,8,8,6,70,77,6669,,29245,1,68,74,2,11,101889,NA,,,,,,,,,,,,,,,,,,,,
106314029,314029,CIRBY HILLS BEHAVIORAL HEALTH,Placer,101 Cirby Hills Dr,Roseville,95678,Investor - Limited Liability Company,1-49,District 4,District 6,Roseville,Urban,,,,363,,,153,210,,1,95,119,67,51,28,2,,,,,8,8,18,20,2,28,14,265,,49,243,71,,307,56,,,,,,363,,,363,,,,3,,45,,314,,1,,,,,,,,,,,,,5,93,219,2,,,,,,44,,,,363,,,,,,,,,,,,,,363,,,,,,,,,,,,,,,,,,,,363,,,,,,,,,,324,,33,6,,,5947,NA,,,,,,,,,,,,,,,,,,,,
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,Plumas,500 1st Ave,Portola,96122,District,1-49,District 1,District 1,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,161,93,,,,,143,111,,,2,7,7,15,30,56,137,,,,,,1,8,,7,18,220,,12,220,22,,4,64,186,,63,190,,1,,,164,90,,,2,,,60,16,,176,,,,,,35,,25,,,,,,,145,28,21,,,,,,,62,177,3,,8,2,2,,,2,16,19,11,12,3,32,22,9,4,11,,,3,64,12,34,,,,4,2,,3,,,,245,,,,,,,,,,249,,,5,,,13232,Small/Rural,,,,,,,,,,,,,,,,,,,,
106320986,320986,PLUMAS DISTRICT HOSPITAL,Plumas,1065 Bucks Lake Rd,Quincy,95971,District,1-49,District 1,District 1,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,546,,,,,,316,230,,13,62,64,28,67,73,74,91,65,9,,17,1,14,2,,19,3,490,,21,517,8,,,144,402,,77,322,,86,60,1,485,61,,2,1,33,,,,2,448,,,60,,,21,7,9,2,1,,8,1,7,449,36,2,,3,,,,,161,238,5,,131,9,2,,,7,41,103,14,36,6,18,36,14,19,11,,70,4,72,27,7,,61,27,9,49,2,6,11,3,,345,7,25,,,,,,62,,534,,1,11,,,1494,Small/Rural,,,,,,,,,,,,,,,,,,,,
106321016,321016,SENECA DISTRICT HOSPITAL,Plumas,130 Brentwood Dr,Chester,96020,District,1-49,District 1,District 1,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,104,12,,,,,61,55,,,,5,1,9,21,29,51,,,,1,,,,,3,,112,,5,111,,,1,46,69,,28,87,,1,,,98,18,,,1,6,,8,5,,92,4,,,,,5,6,9,,1,,1,3,,79,10,2,,,,,,,18,77,,,21,,,,,2,21,18,7,7,2,8,12,1,3,,,,,32,3,,,,,5,1,,,,,,110,,,,,,,,,,115,,,1,,,3281,Small/Rural,,,,,,,,,,,,,,,,,,,,
106330120,330120,THE BETTY FORD CENTER,Riverside,39000 Bob Hope Dr,Rancho Mirage,92270,Non-profit Corporation (incl. Church-related),100-149,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,,,,,1435,,545,890,,16,312,315,333,309,121,29,,,,,16,17,22,2,2,82,49,1245,,117,1221,97,,,1435,,,1435,,,,,,1435,,,,,,,,,,1435,,,,,,,152,,,,,,,,1283,,,,,,,,,,8,17,19,1274,117,,,,,,,,,,,1435,,,,,,,,,,,,,1435,,,,,,,,,,,,,,,,,882,7,,546,,,24367,NA,,,,,,,,,,,,,,,,,,,,
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,Riverside,800 S Main St,Corona,92882,Investor - Corporation,150-199,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,8739,76,,1744,,,5918,4641,,218,1353,1320,987,1494,1559,1377,1259,975,17,,50,372,644,17,28,826,513,8109,,3796,6333,430,,1353,3015,6191,,1110,2199,,6323,927,,10387,172,,,10,9,5,84,1547,3,7814,159,1,924,1,2,393,257,180,1032,192,,40,45,,7329,1035,,7,39,,,10,,4112,3951,119,,2096,250,26,5,,108,1440,1106,399,520,890,567,1922,377,209,160,9,1005,34,620,138,98,2,955,734,5691,1090,121,128,66,572,109,834,140,106,1,7,,17,8,935,,10053,97,297,106,1,5,47393,NA,,,,,,,,,,,,,,,,,,,,
106331164,331164,DESERT REGIONAL MEDICAL CENTER,Riverside,1150 N INDIAN CANYON DR,PALM SPRINGS,92262,Investor - Corporation,300-499,District 28,District 42,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,21257,784,224,,,,11590,10671,4,380,2354,2330,1495,2823,3632,3167,2793,3140,151,,96,482,1021,83,119,3303,263,16897,1,7821,14121,311,12,434,8673,13158,,2367,3890,,11776,2896,1336,20593,1667,5,15,300,924,12,599,2411,1,14794,310,3,2816,52,28,560,585,504,2101,340,1,55,265,65,14902,2829,,4,10,,,44,1,7686,8300,415,77,5364,263,52,107,,189,3544,2103,845,913,1152,3148,417,830,595,494,23,3003,24,1259,398,313,9,3006,2318,2203,1909,188,577,79,1821,382,9095,500,211,25,20,19,60,77,2781,,21430,58,125,570,45,37,100679,NA,,,,,,,,,,,,,,,,,,,,
106331168,331168,EISENHOWER MEDICAL CENTER,Riverside,39000 Bob Hope Dr,Rancho Mirage,92270,Non-profit Corporation (incl. Church-related),300-499,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,19892,,,,,,9376,10512,4,133,505,839,1125,2435,3864,5346,5582,5,58,,86,184,467,97,6,3051,91,15910,,4262,15440,189,1,,4200,15692,,4200,7667,,8025,,,1270,18622,,1,240,1,,,20,1,19561,68,,,,,334,,346,3984,736,,35,503,1,11327,2622,,2,,,,2,,3271,12079,111,22,3935,366,108,,,219,4595,2776,1007,877,1745,2186,339,2500,1055,491,51,40,29,1333,374,252,23,,2452,1782,2676,114,539,112,3363,305,7414,646,300,16,17,2,89,55,10,,18765,165,205,755,2,,67065,NA,,,,,,,,,,,,,,,,,,,,
106331194,331194,HEMET GLOBAL MEDICAL CENTER,Riverside,1117 E DEVONSHIRE AVE,HEMET,92543,Investor - Limited Liability Company,300-499,District 23,District 42,East Hemet/Hemet/Valle Vista,Urban,9396,693,,,690,,5998,4781,,115,812,813,754,1439,2078,2040,2025,703,,,78,167,1008,3,30,345,23,9114,11,2976,7762,41,,30,3283,7466,,2826,7242,3,11,697,,10755,24,,1,161,29,,238,120,13,9385,131,4,687,1,9,723,500,298,515,284,,4,28,101,6250,2032,,3,13,,25,3,,3724,5827,,1,1081,140,,4,2,106,1631,1141,586,560,1292,800,876,322,245,276,4,770,43,1016,162,245,2,702,738,2465,900,73,168,52,567,14,4815,173,108,,1,,8,4,693,,10374,,253,147,1,4,56852,NA,,,,,,,,,,,,,,,,,,,,
106331216,331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,47111 Monroe St,Indio,92201,Investor - Corporation,100-149,District 28,District 56,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,8896,,,,,,5450,3446,,302,1527,1056,512,823,856,870,788,2016,146,,7,59,164,4,13,27,23,8599,,6724,2143,29,,45,4510,4341,,512,2662,,3793,1929,,8640,254,2,2,8,78,29,1,75,,6630,143,1,1928,,1,270,147,159,429,72,,32,13,8,7031,700,,,7,,,28,9,5147,1500,35,18,2011,128,10,38,,48,1041,716,288,339,623,427,154,124,75,109,4,2216,7,563,116,72,1,1973,586,1279,565,169,101,24,349,38,3605,102,71,2,,,3,19,1983,,8549,1,193,121,25,7,22543,NA,,,,,,,,,,,,,,,,,,,,
106331226,331226,PACIFIC GROVE HOSPITAL,Riverside,5900 BROCKTON AVE,RIVERSIDE,92506,Investor - Limited Liability Company,50-99,District 31,District 61,Casablanca/Riverside Central,Urban,,,,1922,293,,926,1289,,78,531,446,332,375,344,99,10,,,,18,36,223,6,,474,276,1182,,592,1476,147,,1086,1129,,,704,265,,1246,,,2215,,,,115,112,19,2,1090,19,854,4,,,,,28,276,1,,,,5,29,,1861,3,,,12,,,,,439,913,76,6,772,8,1,,,,,,,,,,2215,,,,,,,,,,,,,277,,,,,,,1938,,,,,,,,,,1708,,476,22,9,,17549,NA,,,,,,,,,,,,,,,,,,,,
106331288,331288,PALO VERDE HOSPITAL,Riverside,250 N 1ST ST,BLYTHE,92225,District,50-99,District 28,District 56,Blythe,Rural,652,,,,,,364,288,,22,115,82,62,71,87,58,47,106,2,,1,5,66,3,,287,,290,,293,359,,,,186,466,,36,510,,,106,,630,22,,3,,238,24,,,,273,8,,105,1,,29,26,13,3,,,3,,1,468,43,,1,7,,,58,,294,186,,,159,13,,,,7,33,116,25,42,14,27,7,3,5,6,,143,,59,53,6,,106,6,133,62,14,39,2,8,,271,7,,1,,,1,,108,,581,1,8,62,,,2157,Small/Rural,,,,,,,,,,,,,,,,,,,,
106331293,331293,DOCTORS HOSPITAL OF RIVERSIDE,Riverside,3865 JACKSON ST,RIVERSIDE,92503,Investor - Limited Liability Company,150-199,District 31,District 60,Casablanca/Riverside Central,Urban,8683,,,,,,5491,3192,,118,1078,1123,657,959,1286,1037,802,1623,,,29,360,690,39,14,2810,31,4707,3,4025,4647,,11,,4528,4155,,2664,4155,,292,1572,,8497,186,,,39,90,1,70,202,6,6435,268,,1566,6,,321,241,129,682,141,,21,1,11,5723,1401,,1,,,,11,,3700,2546,31,,1779,587,37,3,,93,719,789,538,380,703,417,125,627,145,129,2,1652,21,489,152,80,3,1619,390,2116,995,124,77,7,803,32,2333,132,51,3,4,,9,3,1604,,8501,,140,39,1,2,30746,NA,,,,,,,,,,,,,,,,,,,,
106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,Riverside,4445 MAGNOLIA AVE,RIVERSIDE,92501,Investor - Individual,300-499,District 31,District 61,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,27358,,,,,1,15394,11943,22,481,3322,3158,2209,3490,4289,3547,2924,3873,66,,23,866,2419,2027,43,9114,14,12853,,11923,15257,179,,,7923,19436,,4138,17529,,784,3711,1197,26557,801,1,,111,4152,13,,2032,,17096,244,,3683,18,10,577,770,791,3243,439,,48,190,57,17477,3713,1,11,13,1,4,24,1,11419,7911,857,1088,5069,721,100,191,2,315,4604,2697,1133,1054,2162,2773,519,817,903,587,17,3939,25,1284,312,386,23,3809,3662,2046,3332,273,549,84,1409,411,11031,595,282,18,55,3,77,48,3484,,26367,25,570,310,87,,129311,NA,,,,,,,,,,,,,,,,,,,,
106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,Riverside,600 N Highland Springs Ave,Banning,92220,District,50-99,District 23,District 42,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,3134,,,,,,1760,1374,,43,312,253,258,367,532,501,610,258,,,70,38,257,10,86,115,2,2556,,965,2169,,,,576,2558,,96,2492,,230,253,63,2715,419,,3,16,312,4,,2,5,2470,61,8,253,,,209,129,76,495,86,8,9,2,9,1637,474,,,,,,,,1103,1270,68,1,627,56,9,,,34,370,530,180,191,312,103,61,69,21,27,2,297,29,502,83,65,,258,190,568,325,13,22,4,104,13,1524,94,18,,1,,2,,256,,3034,,70,26,4,,10641,Small/Rural,,,,,,,,,,,,,,,,,,,,
106332172,332172,KINDRED HOSPITAL - RIVERSIDE,Riverside,2224 MEDICAL CENTER DR,PERRIS,92571,Investor - Corporation,1-49,District 31,District 61,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,390,,,,,,180,210,,,16,18,37,78,104,88,49,,,,5,3,60,,2,100,,220,,79,290,21,,,390,,,390,,,,,,340,50,,,,,,,390,,,,,,,,54,12,67,23,8,,,3,,2,221,,,,,,,,134,177,11,,68,,,,,,22,3,10,18,40,34,2,9,,2,,1,,220,13,16,,,37,153,16,,12,,9,,147,15,1,,,,,,,,381,,7,1,1,,12252,NA,,,,,,,,,,,,,,,,,,,,
106334018,334018,MENIFEE GLOBAL MEDICAL CENTER,Riverside,28400 MCCALL BLVD,SUN CITY,92585,Investor - Limited Liability Company,50-99,District 23,District 67,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,3810,,,,,,1789,2021,,31,358,575,416,569,628,574,659,,,,24,45,308,3,7,72,14,3337,,1114,2674,22,,45,1120,2645,,1128,2674,,8,,,3755,55,,1,8,3,,,63,25,3704,6,,,,,215,347,64,103,68,,4,149,12,2417,427,,,1,,2,1,,1860,1688,,1,236,25,,,,49,482,477,169,148,257,223,1234,168,66,52,7,,4,349,81,44,,,239,1427,284,2,44,1,254,54,1410,82,5,1,4,,2,1,,,3640,,137,30,,3,17292,NA,,,,,,,,,,,,,,,,,,,,
106334025,334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,Riverside,10800 MAGNOLIA AVE,RIVERSIDE,92505,Non-profit Corporation (incl. Church-related),200-299,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,13011,,,,,,8066,4943,2,138,1818,2009,681,996,1409,1434,1088,3434,1,3,48,679,1207,93,87,4592,645,5660,,4784,7943,284,,332,8826,3853,,897,3339,1,5507,3267,,12386,625,,96,38,708,,,814,4,8036,48,,3261,6,,258,65,222,1811,189,1,15,17,,9979,453,,,1,,,,,1543,3319,11,1,8032,99,5,1,,79,1048,974,351,356,1251,580,117,100,578,123,8,3431,4,418,110,43,11,3429,816,1667,1063,137,201,1011,511,56,3730,197,220,1,11,,35,217,3138,,12946,,46,18,,1,47448,NA,,,,,,,,,,,,,,,,,,,,
106334048,334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,Riverside,27300 Iris Ave,Moreno Valley,92555,Non-profit Corporation (incl. Church-related),50-99,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,5832,,,,,,3721,2111,,54,894,819,250,430,667,684,616,1418,,,18,213,933,15,41,2354,161,2097,,2379,3420,33,,391,3408,2033,,602,1683,3,2128,1416,,5437,395,,22,48,412,1,,713,,3210,10,,1413,3,,352,23,118,770,106,,5,14,,4212,229,,1,,,,2,,805,1738,3,,3193,90,3,,,46,617,534,145,147,586,221,57,44,79,93,5,1493,2,282,33,31,,1417,248,840,485,14,76,361,129,17,2131,55,46,1,,,9,23,1397,,5804,,15,12,,1,16223,NA,,,,,,,,,,,,,,,,,,,,
