oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Medicare,Payer_Medi_Cal,Payer_Priv_Coverage,Payer_Workers_Comp,Payer_County_Indigent_Prog,Payer_Other_Government,Payer_Other_Indigent,Payer_Self_Pay,Payer_Other_Payer,Payer_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,,,,,
106281047,281047,NAPA,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS STREET,NAPA,94558,Investor - Limited Liability Company,Small/Rural,150-199,District 3,District 4,Napa Central,Urban,6570,,,,256,,3261,3564,1,805,52,501,797,432,635,1030,1233,1341,,1931,4506,389,22,162,18,150,4849,260,1273,92,4965,49,663,196,36,109,2,,6,2,798,,3930,268,2628,,24859,3801,896,1238,798,75,18,3965,285,133,824,10,20,68,248,998,,12,123,135,5,,,,978,5848,,3192,2141,1230,26,,106,,58,69,4,865,137,31,461,85,202,7,2,1066,343,570,96,201,299,849,805,2,59,646,99,1,1700,791,612,628,1,4,,57,7,152,344,56,8,122,98,2122,124,,185,4,71,6566,,,,,,,
106281078,281078,NAPA,ADVENTIST HEALTH ST. HELENA,10 WOODLAND RD.,ST. HELENA,94574,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 3,District 4,Angwin/Deer Park/St. Helena,Rural,2615,,807,,,,1868,1554,,,19,223,287,298,454,721,846,574,,423,2929,70,80,56,11,109,2614,141,411,,1272,86,1941,16,7,75,1,,1,23,,,896,1523,987,16,19413,1167,1622,629,,3,1,2320,124,18,334,32,3,66,111,337,,,40,22,5,7,3,,381,3041,,1801,870,643,12,8,72,,16,,,310,114,22,137,830,31,1,,1075,132,234,28,87,143,,,4,27,231,10,6,469,,964,231,,,,12,12,62,188,8,6,180,44,1211,35,14,217,3,73,3115,,,,,,,
106291023,291023,NEVADA,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,95945,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 1,District 1,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,Rural,4688,,,,,,2153,2535,,340,29,261,387,251,405,791,1050,1174,,213,4298,177,42,16,,25,4257,149,165,34,4320,17,16,11,,,1,,,1,322,,3858,1,818,11,17840,2139,1911,316,322,,,2641,221,27,792,5,3,166,153,544,,2,123,10,,1,,,513,4174,1,2745,1083,605,7,,211,,29,,8,777,86,44,199,130,124,9,4,693,333,545,75,107,231,397,334,2,102,476,20,,953,312,138,339,,,,52,10,87,382,21,11,88,88,2116,91,7,159,2,25,4495,,,,,,,
106291053,291053,NEVADA,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,96161,District,Small/Rural,50-99,District 4,District 1,North Bloomfield/North San Juan/Truckee,Rural,1828,57,,,,,785,1100,,409,23,138,309,116,142,249,300,199,,317,1560,8,,25,,,1802,18,23,17,1331,52,50,2,40,42,,,2,,366,,890,1,994,,8901,251,701,524,366,43,,1593,54,4,103,1,1,,29,72,,2,11,5,4,6,,,112,1773,,635,473,736,12,,16,,13,,,155,42,11,61,67,26,1,1,98,121,102,24,64,29,378,377,,20,281,27,,129,362,17,72,2,,,52,5,21,189,13,11,36,5,953,18,,12,3,280,1590,,,,,,,
106300032,300032,ORANGE,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 WEST LA VETA AVENUE,ORANGE,92868,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 34,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,11349,,704,,,3,6382,5666,8,7372,4441,238,,,,,,,5,6765,5065,226,32,1161,33,385,6849,250,3135,211,10049,118,1750,7,6,73,7,43,2,,,1,8081,686,3289,,76236,2,10012,1879,,163,,11532,151,17,31,8,18,14,103,53,,5,3,80,,36,,5,39,12017,,14,7274,4593,,,134,,27,13,1,566,327,346,540,828,1358,64,68,189,2162,1244,297,376,485,,906,593,517,715,465,10,2449,,459,833,40,10,9,88,97,204,372,559,181,455,107,5583,610,4,32,4,119,11897,,,,,,,
106300225,300225,ORANGE,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 36,District 70,Fountain Valley/Huntington Beach Central,Urban,13247,,,,,,5621,7626,,1672,35,718,1756,874,1270,1937,2335,2650,,2588,10531,128,25,4548,93,254,5705,100,2423,99,11499,29,52,18,8,1,2,1,,1,1636,,8864,,4383,,56970,5894,3438,2278,1636,,1,8375,209,27,1181,2,,,234,2893,,18,298,9,,1,,,542,12705,,6157,2055,4865,42,,62,,66,,,1609,668,107,813,72,238,10,11,1926,610,1356,168,524,587,1725,1670,17,262,815,59,,1849,1664,1614,2180,1,6,,319,57,220,727,174,14,402,227,3576,217,,120,,102,13025,,,,,,,
106301097,301097,ORANGE,"ANAHEIM COMMUNITY HOSPITAL, LLC",3350 W BALL RD,ANAHEIM,92804,Investor - Limited Liability Company,Small/Rural,50-99,District 34,District 67,Anaheim West,Urban,2,,1315,,,,773,544,,,52,392,417,208,160,76,12,,,373,850,94,,105,,66,876,199,71,,,,1123,,169,,,,25,,,,,1122,195,,15180,1317,,,,,,1220,22,,1,3,27,39,,,,,,5,,,,,,1317,,110,1165,17,,,,,,25,,,,,,1314,,,,,,,1,,,,,,,,,2,90,,,,,,,,,,,,,,,1226,1,,517,,5,795,,,,,,,
106301098,301098,ORANGE,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,Investor - Partnership,Small/Rural,200-299,District 34,District 68,Anaheim Central,Urban,7369,,,,,,3361,4008,,950,84,656,826,553,867,1289,1027,1117,,3367,3957,45,16,870,32,198,5739,49,465,,6270,,101,51,9,,,1,1,,936,,5291,1,2077,,31610,5234,585,614,936,,,4484,182,8,1034,5,1,232,149,1088,,3,165,17,1,,,,142,7227,,2653,3443,913,7,,18,5,243,54,33,1060,242,79,375,92,238,3,3,1021,394,740,123,104,302,1003,949,2,144,476,17,2,1481,941,905,717,,1,1,75,25,101,329,13,2,175,72,2473,58,7,219,1,31,7111,,,,,,,
106301127,301127,ORANGE,KINDRED HOSPITAL - BREA,875 NORTH BREA BOULEVARD,BREA,92821,Investor - Limited Liability Company,Small/Rural,50-99,District 30,District 59,Brea West/Fullerton North/La Habra,Urban,477,117,,,,,321,273,,,,14,,34,64,110,194,172,6,85,509,,,86,,19,375,2,112,,,,592,1,1,,,,,,,,,1,593,,30172,,,594,,,,53,118,10,228,5,,9,106,48,,,13,,2,2,,,26,568,,377,75,125,2,7,,,,8,,13,5,1,9,,17,,,43,330,36,27,17,40,,,1,4,43,8,,126,,90,27,,,,,,14,1,,,10,2,285,39,,3,,4,587,,,,,,,
106301140,301140,ORANGE,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,92869,Investor - Corporation,Small/Rural,100-149,District 37,District 59,Anaheim Hills/City of Orange East/Villa Park,Urban,1724,16,232,,,,908,1064,,,11,120,220,257,360,380,275,349,,693,1212,67,,242,,88,1094,23,525,,1095,617,152,29,14,44,1,2,1,17,,,994,41,937,,15636,302,742,927,,1,,1109,114,122,376,38,,61,29,52,,,23,31,1,6,3,7,36,1936,,800,449,554,141,,5,1,22,,,151,15,12,323,396,53,2,2,110,78,231,44,308,104,,,,46,87,8,2,238,,50,417,,1,,2,1,67,310,9,,14,1,856,6,,40,,30,1902,,,,,,,
106301155,301155,ORANGE,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,92627,Investor - Corporation,Small/Rural,100-149,District 37,District 73,Costa Mesa,Urban,1529,,2734,,,,2413,1850,,,857,885,1081,717,507,201,15,,,1654,2566,43,22,266,,226,2162,16,1555,16,2402,118,1730,6,,,,,7,,,,,1691,2572,,41218,2545,1715,3,,,,3097,45,,3,117,,977,1,,,18,,5,,,,,,4263,,82,3527,578,,,72,,4,,,,,,,4259,2,,,,,1,,,,,,,,,,1,1560,,,,,,,,,,,,,,,2703,,5,733,,18,3507,,,,,,,
106301175,301175,ORANGE,UCI HEALTH-FOUNTAIN VALLEY,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,University of California,Small/Rural,200-299,District 36,District 70,Fountain Valley/Huntington Beach Central,Urban,15674,1,,,,,7179,8496,,2120,315,1165,1777,1225,2012,2499,2189,2373,,5819,9634,222,128,5279,107,294,5939,159,3769,,12379,283,666,244,295,63,7,,1,,1736,1,10454,464,4757,,79597,5756,7219,964,1736,,,9634,426,44,1389,28,1,601,485,2687,,18,326,30,,6,,,368,15303,4,5495,7056,2096,9,1,32,15,719,252,,1444,674,158,972,192,345,7,47,2238,946,1768,313,580,887,1851,1805,14,323,999,111,1,3826,1750,1671,1921,9,9,,321,43,344,807,139,35,310,184,4120,186,24,387,,80,15184,,,,,,,
106301188,301188,ORANGE,ANAHEIM GLOBAL MEDICAL CENTER,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,Investor - Corporation,Small/Rural,150-199,District 34,District 68,Anaheim Central,Urban,1490,,1797,,,,1967,1319,1,,51,568,727,594,603,382,199,163,,1323,1869,95,,169,12,183,1672,10,1229,12,2494,78,220,25,192,186,3,2,78,9,,,2375,86,826,,34346,1220,1529,536,,2,,2313,141,9,207,27,148,201,35,37,,39,15,104,1,3,3,4,24,3263,,734,1837,329,3,,278,1,105,,,363,49,15,113,1890,49,1,,172,92,141,72,35,95,24,,,38,134,4,,165,3,99,103,,,,57,,56,64,6,,14,6,2700,14,8,1076,1,65,2137,,,,,,,
106301205,301205,ORANGE,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1 HOAG DRIVE,NEWPORT BEACH,92663,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 36,District 72,Costa Mesa,Urban,41342,,1,343,667,,17473,24879,1,7981,186,2556,7302,2683,3113,4601,6095,7836,,4947,35923,1483,72,6154,115,639,30908,402,3061,1002,32385,358,305,193,127,927,3,1,1,118,7934,1,21753,31,20569,,164712,1920,21024,11459,7934,,16,27539,576,785,3036,2,4,467,872,7837,,92,981,114,,44,,4,2297,40056,,15775,4273,20895,42,,139,,1131,98,,4085,1824,240,1197,800,952,34,42,4371,1450,3985,550,949,1497,8277,7975,75,677,2854,515,4,7766,7845,2724,4139,27,40,8,2148,178,613,1598,821,76,1184,620,12138,428,15,411,23,572,41332,,,,,,,
106301209,301209,ORANGE,HUNTINGTON BEACH HOSPITAL,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,Investor - Limited Liability Company,Small/Rural,100-149,District 36,District 70,Huntington Beach North/Seal Beach East/Westminster,Urban,2352,,696,,,,1704,1344,,,34,231,295,328,475,598,498,589,,587,2436,25,,482,15,127,1855,105,409,55,2283,5,,633,26,75,,,2,24,,,2863,,185,,19048,2868,21,153,,,6,1421,121,22,665,85,2,251,72,315,,,47,47,,,,,89,2959,,1534,1191,243,4,,41,,35,,,504,9,16,150,716,159,1,9,353,211,365,58,110,125,,,,48,210,1,3,943,,127,148,6,,,3,,43,111,13,9,49,5,1551,40,,274,1,46,2727,,,,,,,
106301234,301234,ORANGE,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,90623,Investor - Limited Liability Company,Small/Rural,100-149,District 36,District 67,Buena Park/La Palma,Urban,2656,,450,,,,1533,1573,,,,168,255,369,482,622,581,621,8,823,2228,55,,689,15,304,1209,97,716,76,2391,2,,652,10,36,,,,15,,,2887,,219,,15152,2907,8,185,,1,5,1461,136,13,702,69,,241,54,331,,,51,48,,,,,62,3044,,1763,1018,255,8,,14,,48,,,753,40,41,189,466,113,5,8,372,148,400,47,80,192,,,,61,173,8,10,778,2,145,414,1,1,,13,2,41,107,8,1,43,18,1487,45,,250,,22,2834,,,,,,,
106301248,301248,ORANGE,UCI HEALTH-LOS ALAMITOS,3751 KATELLA AVENUE,LOS ALAMITOS,90720,University of California,Small/Rural,150-199,District 36,District 70,Cypress/Los Alamitos/Rossmoor,Urban,9113,,,,,,4322,4789,2,,29,226,355,550,998,1682,2206,3067,,1340,7547,226,13,1034,137,458,6414,638,366,53,8213,146,169,335,211,34,2,1,1,1,,,8384,164,565,,54530,4727,4013,373,,,,3901,357,73,1727,80,,301,431,1897,,,324,12,,10,,,779,8333,1,5772,1068,2020,13,,29,1,2,208,,1236,457,101,493,119,390,13,28,1931,574,1273,133,351,611,19,,4,240,1078,60,2,2111,2,952,1115,2,21,2,76,48,191,717,193,18,170,223,3093,179,8,128,,84,8893,,,,,,,
106301258,301258,ORANGE,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S. BRISTOL STREET,SANTA ANA,92704,Investor - Corporation,Small/Rural,150-199,District 34,District 68,Santa Ana South,Urban,2484,27,186,,,,1257,1440,,451,19,230,534,299,341,350,295,178,,1235,1419,43,,747,,49,1298,12,591,,1689,355,82,34,34,52,,1,,3,447,,1570,22,1104,1,15142,532,1047,669,447,,2,1904,143,8,331,28,,122,49,38,,,18,49,1,3,1,2,21,2676,,619,1019,256,5,,3,,795,,,294,68,26,130,249,59,1,,161,111,296,59,43,126,466,451,,44,101,10,2,677,442,64,227,,,,63,1,43,55,5,6,14,1,1091,8,7,209,3,9,2469,,,,,,,
106301262,301262,ORANGE,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 38,District 71,Lake Forest East/Mission Viejo Central and South,Urban,16429,7,,3,301,1,7709,9030,2,2081,115,1183,1868,916,1349,2222,3043,3964,,2746,13288,707,28,763,34,203,12136,765,2318,494,13007,755,204,280,31,377,3,2,2,5,2075,,10417,36,6287,1,72838,8092,1541,3854,2075,1150,29,9143,345,402,1730,26,8,145,468,3738,,155,548,28,,5,,,1471,15270,,7495,3450,5307,59,,222,,207,1,,1871,686,110,368,149,423,11,15,2499,816,1524,146,608,604,2192,2078,19,130,2313,175,4,1716,2002,1895,1543,26,22,4,559,70,414,1365,385,43,546,209,5625,317,32,151,5,233,16320,,,,,,,
106301279,301279,ORANGE,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,92868,University of California,Teaching,300-499,District 34,District 68,Garden Grove North/Stanton,Urban,24141,,794,,279,,12466,12747,1,1892,703,2407,3283,2622,3626,4433,3566,2682,,10281,14484,449,45,4127,156,808,12592,414,5573,1499,19015,1993,1491,487,69,362,5,5,38,32,1717,,15125,249,9840,,161773,4693,11340,5580,1717,1884,,15783,589,493,1729,116,54,577,425,4713,,16,572,105,,42,,,1147,24067,,8596,10230,5545,152,,462,,229,,,2246,2455,208,1109,1062,894,82,17,2762,600,2268,254,1091,1023,2105,1771,56,260,4334,614,3,3501,1853,2354,2969,48,125,57,536,258,962,2672,892,192,565,857,6726,647,1,885,22,316,23990,,,,,,,
106301283,301283,ORANGE,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843,Investor - Limited Liability Company,Teaching,150-199,District 34,District 70,Garden Grove North/Stanton,Urban,3276,,,,,,1742,1534,,,25,147,233,280,475,643,566,907,,1145,2124,7,,1223,28,67,1711,73,99,75,2598,41,2,619,2,,,,2,12,,,3263,2,11,,14732,3264,1,9,,,2,1361,224,7,826,57,7,262,106,350,,1,65,9,,1,,,133,3143,,1749,1225,217,5,,16,8,48,,8,840,51,35,314,14,160,4,10,426,244,506,63,94,173,17,,,92,230,3,,783,5,266,382,1,,1,27,2,51,102,6,8,73,8,1500,61,,144,,34,3098,,,,,,,
106301297,301297,ORANGE,UCI HEALTH-PLACENTIA LINDA,1301 NORTH ROSE DRIVE,PLACENTIA,92870,University of California,Teaching,100-149,District 37,District 59,Brea East/Placentia Central and North/Yorba Linda,Urban,3402,,,,,,1634,1768,,,15,112,188,288,454,690,694,961,,818,2480,104,32,317,11,116,2232,71,612,11,2857,41,263,95,130,1,11,2,2,,,,2894,150,358,,12751,1995,1394,13,,,,1825,150,10,457,24,,132,103,578,,,107,15,,1,,,277,3124,1,1866,779,552,27,,8,9,28,133,,488,94,50,232,71,81,1,5,659,314,510,84,144,262,,,2,72,319,7,7,867,,396,459,,4,1,20,8,68,264,11,,72,59,1123,50,3,63,,38,3298,,,,,,,
106301317,301317,ORANGE,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 38,District 72,Laguna Beach/Laguna Woods,Urban,12398,,,,,,5206,7192,,1742,36,550,1612,560,778,1404,2341,3375,,1656,10582,160,,1511,53,212,8521,123,1804,174,10001,139,317,114,98,3,,,,4,1722,,8060,,4338,,47935,5140,3565,1970,1722,,1,6939,291,77,1531,7,2,,232,2837,,5,449,26,1,1,,,1139,11259,,6468,757,4842,7,,235,,89,,,1160,464,108,320,121,273,16,12,1969,669,1346,164,420,548,1863,1742,14,145,995,49,,1920,1774,1218,1034,7,10,1,497,42,177,768,171,8,340,160,4094,177,,76,3,91,12228,,,,,,,
106301337,301337,ORANGE,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,31872 COAST HIGHWAY,LAGUNA BEACH,92651,Non-profit Corporation (incl. Church-related),Teaching,150-199,District 36,District 72,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,1790,,396,1,,,1054,1133,,,69,251,174,151,214,328,381,619,,160,1933,94,,54,,37,1832,53,184,27,1590,13,76,39,5,462,,,2,,,,1516,3,668,,10264,1302,674,208,,1,2,1063,35,26,217,21,1,180,28,508,,,66,32,,10,,,206,1981,,1102,203,797,13,,52,,20,,,328,26,8,54,597,22,1,3,156,143,292,36,112,82,11,,2,22,289,3,,115,,64,158,,,,,4,22,256,16,,28,3,1497,24,,65,5,86,2031,,,,,,,
106301340,301340,ORANGE,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DRIVE,ORANGE,92868,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 34,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,24261,,599,30,2,,10169,14723,,4349,284,2930,3365,1781,2258,3011,3408,3504,2,11354,12315,1223,42,1975,71,457,15679,1172,4980,516,18690,196,541,351,40,710,3,1,9,1,4350,,12174,66,12652,,96476,10638,5996,3904,4350,1,3,16172,288,403,1789,45,11,298,493,4499,,413,409,61,2,9,,,1210,23682,,7513,8422,8263,175,,125,,394,,,2758,862,143,962,1048,397,6,11,2719,776,1862,244,1127,989,4798,4350,28,151,1543,117,1,1815,4201,2479,2166,4,12,2,921,69,462,1923,269,50,532,391,9349,247,9,433,5,151,24294,,,,,,,
106301342,301342,ORANGE,PROVIDENCE ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 37,District 59,Fullerton Central and South,Urban,17413,,2,,405,,7986,9830,4,2222,83,903,1946,1125,1516,2706,3236,4082,1,4756,12289,775,19,3083,37,390,10341,827,2720,403,13386,595,515,502,50,555,1,6,1,1,2208,,11002,60,6758,,86084,9359,2250,3975,2208,,28,9043,528,333,2357,31,,139,555,4147,,37,614,26,1,3,,6,1411,16409,,7508,2795,7284,27,3,82,,121,,,2597,843,94,510,95,485,23,8,2791,891,1569,226,577,690,2282,2221,19,143,1429,327,,2200,2099,1930,2004,5,10,4,596,78,305,1214,343,28,381,208,6206,209,8,288,6,77,17441,,,,,,,
106301357,301357,ORANGE,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,92780,Investor - Corporation,Teaching,150-199,District 37,District 73,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,4582,13,,,,,2272,2323,,,40,295,547,577,866,990,672,607,1,1819,2693,83,11,338,,203,2495,369,1179,,2989,6,464,913,214,3,1,,1,4,,,2947,399,1249,,30896,2462,464,1660,,,9,2239,210,97,1174,148,,203,57,248,,5,79,42,,90,3,,63,4532,,2213,1477,721,116,,14,,54,,,910,40,45,776,219,214,1,6,266,209,561,155,493,257,,,1,89,336,8,9,264,1,401,937,,,1,6,9,80,416,87,,49,14,2305,25,27,300,3,33,4232,,,,,,,
106301379,301379,ORANGE,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,92804,Investor - Limited Liability Company,Teaching,200-299,District 34,District 67,Anaheim West,Urban,5828,9,358,,,,3167,3028,,,20,241,418,577,884,1396,1288,1371,,1666,4470,59,,1174,58,258,3403,288,854,160,4392,11,1,1653,77,60,,,,1,,,6026,1,168,,35479,6033,82,72,,,8,2326,288,1,1671,182,3,353,307,903,,,106,53,,1,1,,431,5764,,3404,2125,488,10,,82,,83,,3,1694,50,62,363,368,250,1,28,1000,488,765,106,128,257,28,,,135,471,1,,1612,5,728,615,2,1,,29,4,106,205,30,2,122,39,2630,65,,355,4,48,5788,,,,,,,
106301380,301380,ORANGE,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,92683,Investor - Limited Liability Company,Teaching,100-149,District 36,District 70,Huntington Beach North/Seal Beach East/Westminster,Urban,663,,,,,,365,298,,,,13,16,16,57,150,206,205,,93,570,,,142,,23,334,4,160,,,,660,,3,,,,,,,,,,663,,29549,,,663,,,,11,71,16,262,1,,9,189,83,,,21,,,,,,38,625,,380,61,184,1,,36,,1,,,38,3,5,20,,14,,1,43,331,53,21,24,55,,,,6,44,5,,233,,165,24,,,,3,,20,11,,,20,4,150,33,,4,,3,656,,,,,,,
106301566,301566,ORANGE,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Investor - Corporation,Teaching,200-299,District 34,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,10170,,412,,,,4946,5634,2,1697,234,1307,1431,914,1152,1399,1106,1338,4,5809,4664,109,13,734,28,201,5115,11,4466,14,7485,726,418,35,86,86,2,4,37,14,1689,,6405,96,4080,1,53173,1922,3058,2524,1689,1388,1,7521,365,122,1083,71,111,406,220,392,,6,176,78,2,21,,8,165,10417,,2817,5240,1843,51,,142,2,469,18,,914,162,37,345,536,312,12,11,1257,278,561,128,120,314,1785,1689,4,135,1971,10,1,2444,1664,812,521,4,3,1,181,8,471,574,90,17,177,35,3539,41,16,551,12,87,9916,,,,,,,
106304113,304113,ORANGE,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),Teaching,50-99,District 38,District 71,Lake Forest East/Mission Viejo Central and South,Urban,1491,,,,,,771,720,,988,502,,,,,,,,1,456,919,116,,113,,21,868,108,343,38,1075,32,326,6,14,22,,,,,16,,786,37,668,,8804,675,408,313,16,77,2,1408,14,4,,2,,3,1,6,,31,,12,,10,,,2,1489,,1,627,797,,,28,,22,16,,61,3,7,53,129,255,2,6,8,358,97,26,18,39,,243,15,50,111,4,6,259,,19,67,4,,,14,1,12,39,35,14,17,2,988,20,,2,,15,1474,,,,,,,
106304159,304159,ORANGE,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,393 S. TUSTIN STREET,ORANGE,92866,Investor - Limited Liability Company,Teaching,1-49,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,34,48,,,,,45,37,,33,44,,,,,,,,5,47,34,1,,,,,,,,82,,,82,,,,,,,,,,,,82,,8045,,,82,,,,52,29,,,,,,1,,,,,,,,,,,82,,,56,26,,,,,,,,1,2,,3,,15,,,6,4,1,,,,,,11,5,30,1,3,24,,,,,,,,,,,,,,,58,,,,,1,81,,,,,,,
106304409,304409,ORANGE,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,92806,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 37,District 59,Brea East/Placentia Central and North/Yorba Linda,Urban,31594,,,,,,12926,18666,2,7259,441,2415,5444,1837,2357,3412,4043,4383,3,9780,20749,1065,134,5535,203,1008,13396,1548,9608,162,20436,1256,3297,217,28,,39,,,248,6073,,13099,1815,16680,,120389,5810,15218,4457,6073,,36,22788,408,229,1550,,,184,604,5232,,7,548,27,,6,11,,2498,29096,,10142,3019,18281,10,,6,,135,1,,3335,1302,188,724,205,608,29,12,2709,1707,3202,368,1331,894,6430,6197,69,428,1600,255,1,2942,5982,1579,3084,33,62,10,1945,117,456,1950,688,111,585,750,10768,532,,120,,103,31371,,,,,,,
106304460,304460,ORANGE,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,92618,Investor - Limited Liability Company,Teaching,50-99,District 37,District 73,Irvine Central/Tustin East,Urban,1899,,,,3,,880,1022,,,,,26,72,258,532,622,378,14,92,1759,51,,79,,23,1665,27,62,46,1656,42,197,6,1,,,,,,,,,70,1832,,4409,3,293,1606,,,,547,24,105,225,,,3,3,993,,,1,,,1,,,6,1893,3,1207,7,576,108,,,,2,2,,1,6,,1,,10,,,,,1,2,1423,,,,1,2,436,19,,5,,,,,,,,,16,1793,37,,2,,25,24,,2,,37,1863,,,,,,,
