ninedigit,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,teach_rural,OSHPD_ID,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,RaceGrp_Asian,RaceGrp_Black,RaceGrp_Native_Am,RaceGrp_Other,RaceGrp_Unknown,RaceGrp_White,RaceGrp_Invalid_Blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_NA,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,Admt_HospiceFacility,disp_Acute_Care,disp_Against_Medical_Advice,disp_CAH,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Invalid_Blank,disp_Other,disp_Disaster_Care_Site,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_All_Pregnancies,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Birth_Defects,DX_Births,DX_Perinatal_Disorders,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_General,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Skin_and_Breast_System,PR_Urinary_System,PR_Vascular_System,PR_Ear_Nose_Sinus,PR_Endocrine_System,PR_Eye,PR_Imaging,PR_Lymph_System,PR_Male_Reproductive_System,PR_Mouth_and_Throat,PR_Pregnancy,PR_New_Technologies,PR_Radiation_Oncology,PR_Nuclear_Medicine,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Medical_Misadventures,ECM_Natural_Environmental_Factor,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_W_Inanimate_Animate_Object,ECM_Med_Device_Adverse_Incident,ECM_Undetermined_Intent,ECM_NonTrans_Drowning_Subm,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,ORANGE,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Investor - Corporation,200-299,District 34,District 69,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,NA,301566,9585,,,219,,,5342,4461,1,191,1287,1439,957,1187,1148,889,1036,1635,35,,1098,250,13,883,10,7546,4,5250,4534,18,2,59,4423,5322,,1741,4150,1,1219,1625,1068,9649,155,,1,160,544,83,44,214,6946,187,,1610,3,12,,318,351,1,250,186,94,92,66,258,40,7375,716,2,40,,15,,,4897,2561,146,36,1314,726,110,14,,1744,36,208,1173,627,4,253,2,269,645,1732,410,156,244,33,359,125,152,3,1621,8,250,2650,387,140,238,624,130,2731,242,462,36,141,6,5,6,73,24,16,26,1613,1,,3,105,641,645,98,28,4,2,94,7862,61,178,66,10,10,,9234,38,426,82,21,3,45418
106304079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,ORANGE,14851 YORBA STREET,TUSTIN,92780,Investor - Partnership,1-49,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,NA,304079,,,1186,,,,601,585,,6,29,39,53,161,258,363,277,,,,144,44,7,27,13,951,,138,1035,13,,,1186,,,1185,,,1,,,1186,,,,,7,,,1123,4,44,8,,,,,128,11,,1,811,1,,,3,,77,153,,1,,,,,85,763,,,258,13,67,,,,,8,333,1,,2,,,3,288,3,20,86,375,16,,48,3,,,,,,,,,,1186,,,,,,,,,,,,,,,,,187,64,1,4,,,,880,,42,6,1,1,,1165,,,21,,,13826
106304113,CHILDREN'S HOSPITAL AT MISSION,ORANGE,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),50-99,District 36,District 73,LAKE FOREST EAST/MISSION VIEJO CENTRAL AND SOUTH,Urban,NA,304113,2080,,,,,,943,1137,,527,,,,,,,,716,837,,145,32,1,264,37,1601,,503,1546,31,,148,1028,904,,623,732,6,631,,88,2078,2,,,81,,,21,419,1546,12,1,,,,,62,1,,8,3,1,,20,,1,1978,1,4,1,,,,,875,1,52,,1104,48,,,,1,11,1,11,136,10,76,7,71,84,209,25,32,257,4,490,54,212,20,,369,12,330,101,6,18,36,91,1374,27,13,1,6,6,,1,16,1,19,21,,,,1,16,55,51,5,2,,,1,1821,18,84,19,,1,7,2052,1,2,24,1,,6932
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,393 S. TUSTIN STREET,ORANGE,92866,Investor - Individual,1-49,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,NA,304159,,42,72,,,,43,71,,66,7,,,,,,,6,35,,16,9,,53,4,32,,51,59,4,,,114,,,114,,,,,,114,,,,,2,,,104,2,5,1,,,,,,,,1,,,1,,18,6,57,,29,2,,,,,65,,,2,47,,,,,,,6,11,,,1,,,1,36,,1,25,9,11,,2,10,,1,,16,1,,,,,97,,,,,,,,,,,,,,,,1,3,27,2,,,,,72,5,,3,,,1,113,,,1,,,11060
106304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,ORANGE,3440 E LA PALMA AVE,ANAHEIM,92806,Non-profit Corporation (incl. Church-related),200-299,District 37,District 68,BREA EAST/PLACENTIA CENTRAL AND NORTH/YORBA LINDA,Urban,NA,304409,30374,,,,,,18559,11813,2,518,3032,5154,1706,2373,3416,3579,3299,6852,444,1,5185,924,91,8201,1293,14680,,8412,21511,451,,1051,18461,10862,,10763,2781,9,10260,6561,,28826,1548,,49,238,1214,2,,2100,20043,161,4,6550,11,,2,342,156,,476,4947,465,1,30,104,1,22285,1562,1,4,,,,,2603,8439,7,,19120,181,24,,,7009,233,1280,2191,2497,15,558,15,653,3043,1435,157,2087,436,382,1037,252,307,85,6570,132,427,5385,2241,337,928,2571,485,7179,575,516,617,406,19,59,7,89,133,1762,67,6448,3,13,107,1057,963,216,20,6,,3,16,26449,249,1157,132,106,,,30126,,128,119,,1,103665
106304460,HOAG ORTHOPEDIC INSTITUTE,ORANGE,16250 SAND CANYON AVENUE,IRVINE,92618,Investor - Limited Liability Company,50-99,District 37,District 74,IRVINE CENTRAL/TUSTIN EAST,Urban,NA,304460,4603,,,,,3,2426,2180,,4,17,41,181,776,1564,1505,518,,,,189,40,3,61,17,4296,,214,4384,8,,7,4589,9,1,4434,6,1,165,,,4599,7,,,1,12,,1,134,4455,2,1,,,,,21,1,,,3552,3,,,117,,552,359,,1,,,,,10,2537,9,,1884,34,132,,,,,15,,,,4,,,1,404,,4136,8,32,,4,,2,,,1,12,,,10,4468,32,58,,21,,,,,,,,,,,4,,,239,90,17,,,1,4,,3924,69,77,4,181,,,4517,,,88,,1,8419
106304583,"LAGUNA TREATMENT HOSPITAL, LLC",ORANGE,24552 PACIFIC PARK DRIVE,ALISO VIEJO,92656,Investor - Corporation,50-99,District 36,District 73,ALISO VIEJO/LAGUNA HILLS/LAGUNA NIGUEL,Urban,NA,304583,,,,,1033,,351,682,,25,396,274,164,120,47,7,,,,,16,69,7,58,38,845,,113,881,39,,,1033,,,1033,,,,,,1033,,,,,,,,,1033,,,,,,,12,94,,,,,,1,,,925,,,1,,,,,,,,36,890,107,,,,,,,,,,,,,,,1032,,,1,,,,,,,,972,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,1033,,,,,,,414,1,9,605,4,,20973
106310791,SUTTER AUBURN FAITH HOSPITAL,PLACER,11815 EDUCATION STREET,AUBURN,95602,Non-profit Corporation (incl. Church-related),50-99,District 1,District 1,AUBURN/NEWCASTLE/LINCOLN/SHERIDAN,Urban,NA,310791,3068,,,,,,1592,1476,,22,58,99,164,417,681,858,768,,1,,21,29,24,88,41,2865,,131,2897,40,,7,669,2392,,620,1493,2,952,,1,2566,502,,1,3,58,5,5,29,2762,204,,,,,1,128,28,,74,757,69,1,11,39,17,1232,708,,4,,,,,402,2167,35,1,403,51,9,,,4,39,117,398,442,4,125,,150,495,349,32,425,57,6,297,66,62,,,,113,352,284,7,143,579,15,1334,56,74,35,33,1,7,,11,11,6,6,1,,,,154,211,10,1,,,1,4,2547,14,92,15,17,2,,2981,1,59,23,4,,10340
106311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,1 MEDICAL PLAZA DRIVE,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),300-499,District 4,District 6,ROCKLIN/GRANITE BAY,Urban,NA,311000,20761,,1051,,,,12456,9356,,329,1754,2428,1539,2399,3131,3731,3815,2578,108,,1055,655,113,1890,493,17606,,2290,18925,597,,244,8839,12729,,4750,7153,16,6615,2356,922,20142,1670,,19,88,294,18,437,1268,16584,745,1,2355,1,,2,527,206,4,415,4245,551,7,65,417,102,13380,1880,,13,,,,,3377,9775,806,25,7293,367,166,3,,2513,179,710,2990,2218,25,769,9,902,2109,2562,146,1322,445,405,1207,332,404,18,2365,182,656,2138,1884,232,689,2020,386,9193,363,534,340,309,17,11,4,283,73,295,57,2327,1,,,683,1457,680,51,12,2,3,18,18010,93,561,139,96,7,,21404,3,204,180,21,,92114
106314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,PLACER,1600 EUREKA ROAD,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),300-499,District 4,District 6,ROCKLIN/GRANITE BAY,Urban,NA,314024,29066,,,,,,17840,11223,3,698,3045,4243,1197,1930,3073,3621,3885,6762,608,4,2828,1620,140,3279,697,20502,,3761,25163,142,,647,15967,12451,1,2932,1845,,17839,6450,,26418,2648,,3,433,943,,1,1464,19461,307,4,6373,23,54,,365,131,1,554,3150,523,1,40,29,19,22214,2029,3,7,,,,1,3175,9531,241,1,15804,287,26,,,6756,259,519,3117,2231,13,638,18,622,2975,1329,145,1039,275,313,1459,256,431,112,6405,154,695,8091,1838,64,734,1594,191,6016,259,423,668,498,10,2,9,319,58,1270,70,6196,6,2,53,767,971,104,14,10,,5,19,26199,186,640,83,63,4,1,28899,1,62,99,1,4,99733
106314029,CIRBY HILLS BEHAVIORAL HEALTH,PLACER,101 CIRBY HILLS DRIVE,ROSEVILLE,95678,Investor - Limited Liability Company,1-49,District 4,District 6,ROSEVILLE,Urban,NA,314029,,,,320,,,132,188,,4,102,94,44,57,19,,,,,,8,19,2,32,1,258,,26,293,1,,304,16,,,,,,320,,,320,,,,,,4,,316,,,,,,,,7,,,,,,33,,1,78,201,,,,,,,45,217,,58,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,219,,96,2,3,,4703
106320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,PLUMAS,500 1ST AVE,PORTOLA,96122,District,1-49,District 1,District 1,BECKWOURTH/CHILCOOT/CROCKER MOUNTAIN/DELLEKER/IRON HORSE/LAKE DAVIS/MAYBE/PORTOLA/VALLEY VIEW/VINTON,Frontier,Small/Rural,320859,95,65,,,,,89,71,,,3,4,4,11,29,38,70,,1,,1,,,7,5,147,,6,146,8,,3,57,100,,43,102,,15,,,100,60,,,8,,,42,14,90,5,,,,,1,20,,5,21,,,,,,1,98,15,,,,,,,46,98,1,,13,1,1,,,,,2,18,7,,10,,10,,11,1,3,10,6,52,11,19,,,,,,1,,,,,159,,,,,,,,,,,,,,,,,5,,,,,,1,148,,5,1,,,,157,,,3,,,11590
106320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,1065 BUCKS LAKE ROAD,QUINCY,95971,District,1-49,District 1,District 1,BUCKS LAKE/CROMBERG/EAST QUINCY/GREENHORN/KEDDIE/LAPORTE/LITTLE GRASS VALLEY/MEADOW VALLEY/QUINCY/SL,Frontier,Small/Rural,320986,639,,,,,,366,273,,16,49,81,54,69,100,87,97,81,5,,2,12,22,35,3,565,,45,585,9,,,206,433,,105,433,1,27,73,,560,79,,,,21,1,,4,538,,2,73,,,,22,11,4,5,,,3,2,6,14,547,21,1,3,,,,,215,262,13,,141,7,1,,,77,9,17,62,119,1,20,,51,17,17,30,16,13,,74,16,20,,71,9,,20,52,4,21,,,391,1,4,33,25,,,,3,,9,1,72,,,3,1,11,,1,,,,,613,,12,1,,,,626,,,10,1,2,1727
106321016,SENECA DISTRICT HOSPITAL,PLUMAS,130 BRENTWOOD DRIVE,CHESTER,96020,District,1-49,District 1,District 1,BAILEY CREEK/CANYONDAM/CHESTER/EASTSHORE/FOXWOOD/HAMILTON BRANCH/LAKE ALMANOR PENINSULA/LAKE ALMANOR,Frontier,Small/Rural,321016,143,17,,,,,94,66,,,5,5,8,20,30,39,53,,,,,,5,7,,148,,9,143,8,,,28,132,,27,132,,1,,,135,25,,,,8,,8,2,141,1,,,,,,3,1,5,6,,,,1,1,1,103,36,,3,,,,,27,109,2,,20,1,1,,,,,9,19,15,2,11,,14,12,11,3,7,11,,31,11,4,,,,,4,1,,,2,,152,,1,,,,,,,,,,,,,,2,7,2,,,1,,1,114,1,30,1,1,,,159,,,1,,,4436
106330120,THE BETTY FORD CENTER,RIVERSIDE,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,Non-profit Corporation (incl. Church-related),100-149,District 28,District 42,BERMUDA DUNES SOUTH/INDIAN WELLS/LA QUINTA WEST/PALM DESERT/RANCHO MIRAGE CENTRAL AND SOUTH,Urban,NA,330120,,,,,1303,,567,736,,12,273,256,297,284,145,34,2,,,,14,19,17,104,103,1046,,96,1027,180,,,1303,,,1303,,,,,,1303,,,,,,,,,1303,,,,,,,,149,,,,,,,,,1154,,,,,,,,,1,,5,1115,182,,,,,,,,,,,,,,,1302,,,,,,1,,,,,1294,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1303,,,,,,,834,20,,449,,,23190
106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,800 SOUTH MAIN STREET,CORONA,92882,Investor - Corporation,150-199,District 31,District 60,ARLINGTON/CORONA EAST/HOME GARDENS/LA SIERRA/RIVERSIDE SOUTHWEST,Urban,NA,331152,8232,63,,1939,,,5823,4411,,271,1448,1176,1046,1412,1351,1245,1260,964,61,,378,687,20,654,253,8242,,3703,6167,364,,1451,2792,5991,,1224,2597,1,5514,897,1,10208,26,,1,12,13,4,97,1525,7475,206,1,895,2,,3,386,234,,165,1052,188,6,50,36,,7063,1023,,31,,,,,4011,3683,102,,2140,256,35,7,,977,105,217,1099,1039,5,285,2,510,1016,479,2011,395,148,15,586,141,271,2,897,34,228,3409,817,154,339,522,51,1093,106,220,120,128,,3,,2040,16,65,1,901,,,21,117,293,13,12,11,,3,5,9354,47,296,19,64,,,9745,90,304,89,4,2,45379
106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Investor - Corporation,300-499,District 28,District 42,CATHEDRAL CITY SOUTHEAST/PALM DESERT NORTH/PALM SPRINGS SOUTH/RANCHO MIRAGE NORTH,Urban,NA,331164,21191,836,199,,,,11736,10490,,441,2429,2347,1507,2696,3489,3133,2749,3298,137,,542,1036,103,3132,307,17106,,7759,14148,319,,613,9126,12487,,2789,4568,9,10618,3084,1158,20236,1986,4,13,134,865,44,95,2535,15169,281,2,3021,10,53,4,486,590,,483,1949,366,73,82,235,51,15181,2717,2,11,,,,1,7897,7971,455,21,5486,217,76,102,,3225,155,651,3024,2127,25,745,27,811,1155,2761,209,798,452,54,1304,328,1140,16,3026,193,637,2733,1676,218,651,1533,369,9037,453,700,172,622,2,36,8,168,34,94,45,3004,1,17,16,609,1107,637,134,26,7,3,38,18149,146,1165,133,64,5,3,21402,73,117,559,31,44,99233
106331168,EISENHOWER MEDICAL CENTER,RIVERSIDE,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,Non-profit Corporation (incl. Church-related),300-499,District 28,District 42,BERMUDA DUNES SOUTH/INDIAN WELLS/LA QUINTA WEST/PALM DESERT/RANCHO MIRAGE CENTRAL AND SOUTH,Urban,NA,331168,19520,,277,,,,9541,10253,3,192,489,764,1084,2307,3839,5385,5657,12,68,,184,466,65,2343,58,16681,,3947,15529,321,,,251,19546,,4535,9346,1,5915,,,1391,18406,,,308,1,,,19,19276,172,21,,,,,295,,5,377,3812,599,2,31,385,4,11105,3177,5,,,,,,3000,12254,115,7,3982,361,78,,,48,223,1004,4149,2773,18,913,18,871,1816,2113,177,2484,533,171,1365,360,743,17,,1,761,1813,2204,164,934,3206,262,7867,510,648,351,478,7,20,8,302,94,89,45,6,24,3,1,779,1327,102,19,2,,9,35,14961,382,1611,84,484,1,1,18631,215,51,893,7,,73969
106331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,1117 EAST DEVONSHIRE,HEMET,92543,Investor - Limited Liability Company,300-499,District 23,District 42,EAST HEMET/HEMET/VALLE VISTA,Urban,NA,331194,9809,829,,,736,,6406,4968,,126,884,830,817,1448,2184,1982,2341,762,,,196,1060,71,27,13,9957,50,2986,8369,12,7,41,3882,7451,,3268,7345,2,,759,,11205,169,,4,246,26,4,418,324,9141,442,6,754,1,4,4,795,510,,318,715,304,2,10,24,109,6414,2144,3,5,,21,,,3891,6149,,,1208,126,,,,837,129,211,1560,1129,8,561,5,599,1290,798,845,327,339,205,961,224,584,1,760,1,244,1349,692,73,332,531,21,6367,362,253,103,188,,,1,27,15,50,1,765,,,,191,490,21,11,8,2,,3,10457,82,59,41,7,2,,11047,,198,125,1,3,58186
106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,47111 MONROE STREET,INDIO,92201,Investor - Corporation,100-149,District 28,District 56,ARABIA/COACHELLA/DESERT BEACH/FLOWING WELLS/INDIO SOUTH/LA QUINTA EAST/MECCA/OASIS/THERMAL,Urban,NA,331216,8101,,,,,,5066,3035,,342,1398,976,475,647,722,762,667,1974,138,,55,145,4,20,14,7863,,6101,1975,25,,11,4467,3623,,249,2539,,3451,1862,,7875,225,1,,12,79,32,,31,5940,145,,1856,6,,,282,113,1,118,433,56,25,26,,,6360,686,,1,,,,6,4786,1256,45,6,1873,122,6,,1,2152,39,58,636,694,5,319,4,279,432,387,41,200,20,9,544,135,247,4,1862,34,183,754,449,94,201,352,26,3636,137,104,65,169,1,1,1,8,1,15,19,1885,,,,132,224,32,11,2,1,2,38,7390,17,215,18,16,1,2,7863,21,103,109,5,,20153
106331226,PACIFIC GROVE HOSPITAL,RIVERSIDE,5900 BROCKTON AVENUE,RIVERSIDE,92506,Investor - Limited Liability Company,50-99,District 31,District 61,CASABLANCA/RIVERSIDE CENTRAL,Urban,NA,331226,,,,1799,324,,863,1259,1,86,509,396,359,369,290,106,8,,,,36,205,15,176,285,1406,,484,1638,1,,1282,841,,,712,23,,1388,,,2123,,,,15,133,2,1,1282,687,2,1,,,,,24,283,,,,,1,7,14,,1787,,,7,,,,,307,955,51,,806,4,,,,,,,,,,,,,,,2123,,,,,,,,,,,291,,,,,,1832,,,,,,,,,,,,,,,,,,,,11,,,,2112,,,,,,,1893,3,190,37,,,15211
106331288,PALO VERDE HOSPITAL,RIVERSIDE,250 NORTH FIRST STREET,BLYTHE,92225,District,50-99,District 28,District 56,BLYTHE,Rural,Small/Rural,331288,781,,,,,,407,374,,36,119,101,80,98,91,67,81,108,,,8,111,8,307,1,346,,294,385,102,,,300,481,,191,481,1,,108,,745,36,,,,119,42,,,497,15,,108,,,,32,26,,14,2,,71,,3,,563,61,,9,,,,1,393,162,12,,198,14,1,,,136,11,15,58,170,2,35,,49,20,31,2,4,7,1,57,66,9,,108,,1,125,93,16,28,6,2,355,2,32,,5,1,1,,,,2,,112,,,,15,21,6,2,1,,,1,717,12,,5,1,,,715,,6,59,,1,2408
106331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,3865 JACKSON STREET,RIVERSIDE,92503,Non-profit Corporation (incl. Church-related),150-199,District 31,District 60,CASABLANCA/RIVERSIDE CENTRAL,Urban,NA,331293,9079,,,,,,5741,3338,,167,1241,1071,670,970,1248,1024,834,1853,1,,419,801,40,2976,,4841,2,4413,4654,,12,,5268,3811,,2999,3811,,455,1814,,8921,158,,,65,1248,2,43,149,5469,285,4,1810,4,,,323,171,,175,679,108,6,17,,17,6038,1543,1,,,1,,,4190,2533,45,,1992,280,32,7,,1878,95,148,557,842,7,573,1,407,648,313,43,684,115,12,495,161,244,2,1815,39,166,2347,1020,118,216,779,26,2108,247,64,64,82,3,1,,5,11,12,4,1806,,,,3,173,11,6,3,,1,3,8553,117,78,13,117,,1,8893,1,148,30,,7,31904
106331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,Investor - Individual,300-499,District 31,District 61,EASTSIDE/FAIRMONT PARK/RIVERSIDE DOWNTOWN/RUBIDOUX/UNIVERSITY,Urban,NA,331312,27086,,,,,4,15483,11586,21,512,3382,2848,2247,3629,4185,3489,2884,3801,113,,704,2213,17,14858,1,9297,,11929,14954,207,,,8031,19059,,4385,16925,,988,3604,1188,26287,801,2,,108,3929,19,,1810,17469,151,,3582,6,16,,569,676,4,702,3092,362,27,45,128,69,17766,3633,7,8,2,,,1,11374,8201,737,298,5661,570,107,138,3,3901,239,920,4181,2826,34,1015,8,1168,2372,2676,205,788,516,146,1242,338,780,18,3597,120,1308,2810,2731,295,929,1334,343,10933,511,633,287,912,14,51,,285,85,73,45,3494,1,6,10,855,1213,508,92,18,3,13,10,23046,395,716,112,103,4,2,26362,8,394,241,84,1,117601
106331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,600 N. HIGHLAND SPRINGS AVENUE,BANNING,92220,District,50-99,District 23,District 42,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,Urban,Small/Rural,331326,3153,,,,,,1797,1356,,47,304,295,253,408,494,522,557,273,,,115,265,95,,,2678,,962,2191,,,1,575,2576,1,100,2492,,233,262,66,2743,410,,1,9,341,2,,2,2429,104,1,262,,,2,216,133,,80,473,108,,7,7,10,1707,408,3,,,1,,,1217,1179,62,,628,54,10,,3,312,37,20,370,481,,197,,149,342,126,24,74,33,2,511,81,121,,263,10,53,601,219,18,101,98,10,1663,45,29,,41,,1,,,1,,,273,,,,37,105,7,,2,1,,1,2812,29,144,8,5,2,,3074,2,55,22,,,10872
106332172,KINDRED HOSPITAL - RIVERSIDE,RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,92571,Investor - Corporation,1-49,District 31,District 61,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,Urban,NA,332172,402,,,,,,172,230,,,5,18,35,77,108,94,65,,,,14,53,7,9,,319,,87,307,8,,,402,,,400,,,2,,,324,78,,,,,,,401,,1,,,,,,47,11,,76,23,4,,,8,2,4,226,1,,,,,,102,210,3,,85,,2,,,,,1,14,5,,3,,12,76,23,2,6,4,10,237,9,,,,,3,177,28,,2,8,,143,19,6,,16,,,,,,,,,,,,61,15,8,2,,,,1,265,16,30,2,2,,,397,3,,2,,,12076
106334018,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,28400 MCCALL BOULEVARD,SUN CITY,92585,Investor - Limited Liability Company,50-99,District 23,District 67,CANYON LAKE/PERRIS/QUAIL VALLEY/ROMOLAND/SUN CITY/WINCHESTER,Urban,NA,334018,2999,,,,,,1548,1451,,12,207,286,298,456,566,543,631,,,,43,236,10,,12,2698,,786,2201,12,,85,745,2169,,638,2359,2,,,,2909,90,,,3,41,,,100,2839,16,,,,,,178,186,,68,84,78,,3,13,14,1901,445,,19,,10,,,1058,1638,,,276,26,,1,,2,46,81,444,416,,165,1,142,235,188,544,219,32,11,297,71,105,,,,18,677,242,2,93,250,37,1418,45,70,10,120,,2,,10,3,2,,,,,,23,124,7,1,1,,1,4,2789,10,30,6,3,,,2875,,72,43,,9,12584
106334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,Non-profit Corporation (incl. Church-related),200-299,District 31,District 60,ARLINGTON/CORONA EAST/HOME GARDENS/LA SIERRA/RIVERSIDE SOUTHWEST,Urban,NA,334025,12743,,,,,,8052,4691,,126,1822,1914,680,978,1444,1390,1067,3317,,5,714,1199,58,4421,431,5920,,4658,7939,146,,257,8802,3684,,1042,2879,,5656,3160,6,12290,453,,96,19,711,,,779,7907,71,,3144,16,,,267,50,2,261,1274,268,,15,17,2,10140,434,1,11,,,1,,1583,3341,10,2,7700,97,6,,4,3308,92,507,1052,982,5,310,3,307,1384,505,44,114,113,137,389,89,76,9,3155,162,273,2667,880,138,490,307,51,2787,255,202,213,307,4,8,,147,34,790,170,3003,1,,16,412,289,48,4,5,,2,6,11540,63,284,26,64,,,12689,1,38,14,,1,46907
106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,27300 IRIS AVENUE,MORENO VALLEY,92555,Non-profit Corporation (incl. Church-related),50-99,District 31,District 61,BANNING/BEAUMONT/CABIZON/CALIMESA/CHERRY VALLEY,Urban,NA,334048,5575,,,,,,3475,2098,2,76,862,775,262,356,635,669,521,1416,,3,201,992,13,2313,130,1926,,2365,3194,16,,326,3394,1855,,551,1441,,2161,1418,4,5336,239,,16,17,398,,,671,3041,11,3,1411,7,,,305,25,3,109,631,109,1,5,14,2,4159,209,,3,,,,1,814,1611,3,,3055,89,2,,,1485,36,63,566,457,,135,,117,649,163,24,41,67,11,273,28,38,3,1416,3,102,1323,307,28,159,98,19,1550,78,77,35,21,,2,,92,3,292,12,1359,,,18,101,149,21,,,,,2,5134,35,109,8,16,,,5561,,11,3,,,15440
