ninedigit,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,teach_rural,OSHPD_ID,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,RaceGrp_Asian,RaceGrp_Black,RaceGrp_Native_Am,RaceGrp_Other,RaceGrp_Unknown,RaceGrp_White,RaceGrp_Invalid_Blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_NA,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,Admt_HospiceFacility,disp_Acute_Care,disp_Against_Medical_Advice,disp_CAH,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Invalid_Blank,disp_Other,disp_Disaster_Care_Site,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_All_Pregnancies,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Birth_Defects,DX_Births,DX_Perinatal_Disorders,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_General,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Skin_and_Breast_System,PR_Urinary_System,PR_Vascular_System,PR_Ear_Nose_Sinus,PR_Endocrine_System,PR_Eye,PR_Imaging,PR_Lymph_System,PR_Male_Reproductive_System,PR_Mouth_and_Throat,PR_Pregnancy,PR_New_Technologies,PR_Radiation_Oncology,PR_Nuclear_Medicine,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Medical_Misadventures,ECM_Natural_Environmental_Factor,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_W_Inanimate_Animate_Object,ECM_Med_Device_Adverse_Incident,ECM_Undetermined_Intent,ECM_NonTrans_Drowning_Subm,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days
106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,Investor - Individual,200-299,District 22,District 49,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,Urban,NA,190315,11790,,418,,,,7136,5072,,125,1017,1578,791,1046,1505,1454,2416,2253,23,,8020,131,,13,9,4035,,3315,8886,7,,250,6147,5811,,1685,315,,7979,2229,,12024,184,,1,29,438,4,,1117,8172,218,,2227,1,1,,234,165,,350,1953,90,3,18,293,,8045,1043,14,,,,,,4442,4284,4,18,1576,1872,10,,2,2320,121,686,1976,907,16,414,8,550,712,600,34,182,187,77,621,110,428,6,2228,25,478,1358,832,307,257,188,116,5352,156,218,211,243,6,12,1,34,28,166,19,2222,,4,,393,410,43,4,2,,1,4,11069,63,200,16,3,,,12114,5,41,40,4,4,58624
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,1891 EFFIE STREET,LOS ANGELES,90026,Non-profit Corporation (incl. Church-related),50-99,District 24,District 51,ECHO PARK/HOLLYWOOD NORTH CENTRAL/SILVERLAKE SOUTH,Urban,NA,190317,,,,798,,,333,465,,522,111,79,50,36,,,,,,,39,146,3,16,,594,,484,313,1,,364,434,,,,340,,458,,,798,,,,2,203,10,,364,219,,,,,,,8,19,,,,,11,2,,34,681,43,,,,,,447,351,,,,,,,,,,,,,,,,,,,,798,,,,,,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,5,,12,138,,,2,623,,7,11,,,,637,2,149,10,,,11159
106190323,ADVENTIST HEALTH GLENDALE,LOS ANGELES,1509 WILSON TERRACE,GLENDALE,91206,Non-profit Corporation (incl. Church-related),500+,District 25,District 43,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,Urban,NA,190323,19271,,598,1629,,,11668,9829,1,125,1571,2482,1706,2501,3228,3546,4482,1856,,1,1672,712,36,952,400,17723,3,4372,16687,426,13,150,7531,13805,12,3058,6029,1,10572,1838,,20144,1354,,6,60,586,29,948,653,16438,933,3,1834,,4,4,479,583,,455,4314,307,11,120,594,69,12038,2464,1,59,4,,,,6176,10068,207,192,4367,342,44,,102,2020,183,757,3527,1649,52,614,18,917,1686,1283,2301,973,610,616,1344,285,783,23,1839,18,826,4057,1276,187,489,1233,251,9093,349,442,231,436,8,39,5,417,57,212,26,1831,4,17,12,522,1008,95,27,36,1,1,14,18193,312,1077,72,139,1,,20972,2,380,101,40,3,108061
106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,150 WEST ROUTE 66,GLENDORA,91740,Investor - Individual,100-149,District 25,District 48,ASUZA/CHARTER OAK/COVINA,Urban,NA,190328,1621,,,751,,,1173,1199,,4,44,91,138,355,632,540,568,,,,174,220,2,106,6,1864,,716,1656,,,16,319,2037,,1,120,,2251,,,2267,105,,,233,10,,,1339,671,119,,,,,,223,78,,25,28,9,,121,1,,595,1282,,5,,5,,,391,1895,,,75,11,,,,,15,15,115,245,2,96,,150,432,95,869,37,62,2,131,56,50,,,,13,198,165,,36,15,2,1861,11,38,10,19,,,,,,4,,,,,,117,97,3,3,3,,,,2025,31,85,7,1,,,2264,,101,5,2,,17333
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,Investor - Corporation,100-149,District 22,District 57,BASSETT/INDUSTRY WEST/LA PUENTE,Urban,NA,190352,3514,1,,,,,1770,1745,,174,240,352,410,586,539,298,391,227,298,,517,83,,983,305,1627,,2457,772,286,,135,586,2794,,422,2790,,172,131,,3464,51,,,2,302,,2,136,2917,25,,131,,,,266,182,,90,27,7,,12,5,,2567,323,35,1,,,,,2307,935,3,11,187,70,2,,,169,37,27,336,492,4,171,,144,461,113,66,24,98,6,578,165,487,,131,6,85,520,325,14,71,8,6,2152,55,67,19,35,1,,,5,2,14,,136,,,,55,56,11,4,,,1,6,3151,17,208,5,1,,,3396,2,102,12,3,,15485
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,LOS ANGELES,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,Investor - Corporation,100-149,District 26,District 50,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,NA,190380,4459,,,3394,,,2720,5133,,41,603,1017,1156,1920,1557,831,728,,,,354,2780,13,1322,103,3281,,1837,5887,129,,2142,5710,1,,1631,4421,2,1799,,,7832,21,,16,339,,2,,4140,343,3008,4,,,,1,190,320,1,73,11,6,12,65,54,370,4506,2084,,161,,,,,4447,3286,2,,110,7,1,,,3,58,58,288,563,10,411,1,621,870,208,3432,125,289,27,334,274,280,1,,,55,3658,452,,86,51,2,3349,14,53,44,48,,1,,3,3,26,8,,,,,3,113,10,6,1,,,2,7621,30,66,1,,,,7401,,390,46,,16,41273
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,Investor - Individual,300-499,District 24,District 43,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,NA,190382,15113,202,386,,,1,9601,6101,,272,2103,2331,1077,1439,1708,1468,1831,3473,,,2816,1498,4,9017,25,2329,13,8403,7005,294,,52,8183,7467,,4429,7467,,375,3431,,15369,333,,,110,,,1121,44,10159,831,,3425,3,3,6,442,474,,287,500,9,1,9,294,,12113,1429,,124,18,2,,,9975,3750,,104,1415,456,1,,1,3788,104,497,1530,1139,25,373,10,451,1127,716,127,433,296,77,818,180,539,3,3439,30,268,1835,862,224,268,440,110,7106,233,178,229,242,1,4,3,33,26,182,2,3455,1,,,336,522,38,18,4,,3,13,14546,84,113,22,2,1,,15276,3,329,77,,17,87405
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,15031 RINALDI STREET,MISSION HILLS,91345,Non-profit Corporation (incl. Church-related),300-499,District 18,District 39,GRANADA HILLS/MISSION HILLS/PORTER RANCH,Urban,NA,190385,20689,58,180,,,10,12345,8592,,270,2480,2497,1580,2321,2962,2710,2910,3207,,,1094,952,27,8882,205,9767,10,11889,8822,217,9,19,9680,11227,11,5415,10744,8,856,3186,728,20565,372,,1,19,232,1,134,325,16841,195,3,3177,9,,,461,212,,462,3007,251,4,24,79,25,14181,2192,18,1,20,,,38,7643,7123,146,9,5460,452,66,,,3525,149,968,2419,1795,17,621,19,958,1966,1978,108,953,335,149,992,291,476,12,3185,21,759,2336,1732,456,672,1560,249,7708,380,502,284,387,7,51,9,95,78,459,37,3171,1,2,2,614,882,503,130,19,2,4,24,17798,120,589,165,82,5,,20629,4,227,73,3,1,101994
106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,Non-profit Corporation (incl. Church-related),300-499,District 24,District 53,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,Urban,NA,190392,15036,,70,,,,8778,6323,5,171,1448,2161,970,1348,1848,2042,2419,2699,,,2909,1902,4,154,218,9917,2,7261,7803,42,,48,8013,7045,,4033,1828,1,6558,2686,,14833,273,,12,5,1529,8,81,277,10093,387,27,2681,3,2,1,274,393,1,401,928,52,6,18,267,43,11064,1616,19,24,,,,,6024,3763,102,20,4888,205,37,67,,2827,120,429,2589,970,33,490,6,444,1523,679,86,689,282,26,650,130,423,10,2689,11,872,1656,1000,139,302,744,171,6207,194,257,83,411,2,8,3,79,39,219,24,2676,10,10,,532,456,40,39,2,,1,11,13314,103,499,28,76,5,,14394,5,503,197,1,6,69816
106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Non-profit Corporation (incl. Church-related),500+,District 25,District 41,PASADENA SOUTH/SAN MARINO/SOUTH PASADENA,Urban,Teaching,190400,30049,,357,845,356,,18053,13552,2,641,2401,4364,2742,3442,4437,4337,4856,3849,538,,4499,3001,47,7956,317,15737,50,8651,22954,,2,215,12894,18416,82,6838,1666,9,18868,3477,749,31534,73,,17,194,693,3,693,618,24984,895,31,3463,8,6,2,539,393,,554,2724,298,16,107,326,43,23263,3142,20,179,3,,,,5658,10079,507,10,14247,824,272,,10,3980,390,1586,3263,3026,53,917,38,1253,2019,2839,1552,2479,831,189,1983,584,886,128,3471,140,837,6605,2457,433,1029,3222,461,8364,448,805,418,499,28,66,4,1287,95,836,143,3538,13,5,14,828,1766,528,100,23,6,7,17,25647,217,2009,278,176,3,2,30247,116,866,358,1,19,130771
106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,210 W. SAN BERNARDINO ROAD,COVINA,91723,Investor - Corporation,150-199,District 22,District 48,ASUZA/CHARTER OAK/COVINA,Urban,NA,190413,6781,466,1,1712,,,4328,4632,,85,842,828,890,1295,1586,1537,1897,,,,789,470,11,146,49,7495,,4090,4822,48,,489,1853,6618,,1496,25,9,7430,,,8761,199,,,16,11,8,502,1123,6934,365,,,,,1,76,1198,,214,53,1258,35,19,,317,5384,34,370,,,2,,,3036,4618,20,,1052,215,12,,7,11,120,156,1902,983,9,443,5,379,646,568,1855,293,180,113,700,167,427,3,,,725,1257,620,23,288,351,54,4660,153,237,89,241,1,7,,202,15,6,5,1,15,10,,361,286,25,14,32,,3,3,7537,75,581,37,5,1,,8167,,731,37,17,8,40739
106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,3330 LOMITA BOULEVARD,TORRANCE,90505,Non-profit Corporation (incl. Church-related),500+,District 26,District 66,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,Urban,NA,190422,28122,870,,,,,17103,11889,,336,1714,2784,2108,3357,4274,5024,6268,2728,399,,4315,2946,20,8041,116,13553,1,6967,21532,455,38,159,11095,17737,1,5986,17955,9,2517,2525,,27925,1028,39,26,187,1,11,,1244,23840,625,533,2522,2,1,,368,246,1,568,4061,361,2,59,73,239,19730,3234,16,,1,33,,,2867,13875,152,,11649,239,144,,66,2782,306,1242,4052,3497,52,1156,33,1417,2519,1993,232,2144,623,296,1908,469,1641,34,2526,70,1612,3641,2784,435,784,2342,275,11869,399,821,328,272,5,36,4,177,91,474,42,2444,20,27,110,810,1475,126,25,2,,5,174,25078,205,820,114,156,2,,28752,5,35,179,5,16,119280
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),300-499,District 24,District 43,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,Teaching,190429,26914,,,3681,,,15882,14713,,1122,3002,3550,2295,3308,4841,4564,3487,3450,975,1,4282,3784,115,11086,583,10745,,11660,18587,348,,5484,16592,8519,,7242,6257,5,14205,2886,,29423,1172,,10,58,1903,5,48,9782,15689,174,40,2883,3,,,677,197,,640,6171,352,1,63,46,11,21061,1335,5,34,,1,1,,2579,10606,44,,16797,539,30,,,3082,231,1783,6408,1855,29,594,35,642,1922,1797,3791,1968,906,449,920,149,615,399,2894,126,2783,5152,1736,255,689,1963,1279,10303,461,778,482,674,23,94,8,304,106,561,162,2717,22,3,40,1627,919,174,42,94,2,29,26,25712,308,1222,132,297,8,3,29764,2,751,77,,1,148452
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,Non-profit Corporation (incl. Church-related),200-299,District 35,District 66,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,Urban,NA,190431,13184,,,,,,8488,4693,3,84,1436,2160,1044,1097,1545,1601,1582,2632,1,2,1761,3841,46,4083,109,3344,,4284,8849,51,,488,8028,4668,,2839,4199,,3540,2606,,12613,571,,2,7,324,,2,1012,9133,75,23,2599,7,,,289,53,,303,2068,298,1,11,9,3,9541,599,,8,,1,,,1295,4012,5,1,7756,106,3,,6,2725,91,491,1076,1085,7,1340,8,238,1403,601,61,615,127,70,440,47,123,6,2605,25,209,2403,1909,106,450,837,76,2837,239,283,188,261,5,21,3,26,34,673,13,2585,2,,24,490,461,81,15,4,,7,5,11478,114,425,30,71,3,,13081,,91,12,,,42562
106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,13652 CANTARA STREET,PANORAMA CITY,91402,Non-profit Corporation (incl. Church-related),200-299,District 18,District 46,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,NA,190432,11041,,,,,,6917,4124,,134,1248,1833,530,795,1247,1303,1126,2730,94,1,1346,647,20,4601,123,4304,,4705,6285,51,,130,7450,3461,,1875,3249,,3307,2608,2,10389,652,,1,38,536,,,839,6827,79,113,2608,,,,179,42,,185,1319,223,1,21,4,1,8433,630,,3,,,,,1078,3094,2,,6768,83,16,,,2736,61,594,783,861,5,167,4,209,1076,590,17,552,64,61,410,61,84,11,2613,82,183,2157,794,131,274,868,66,2558,339,165,144,119,2,12,2,114,34,525,9,2536,1,,8,275,375,70,7,2,1,4,5,9873,64,303,34,27,,1,10978,,45,18,,,36118
106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,6041 CADILLAC AVENUE,LOS ANGELES,90034,Non-profit Corporation (incl. Church-related),200-299,District 30,District 54,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,NA,190434,10647,,,,,,6766,3879,2,80,1069,1753,781,987,1254,1398,1390,1931,2,2,711,4386,33,2963,107,2447,,3177,7410,60,,668,6820,3159,,3246,2323,2,3174,1902,,10142,505,,1,6,621,,,1273,6724,53,66,1887,15,,1,295,42,,296,1935,191,,7,7,3,7425,435,1,9,,,1,,1253,3331,3,,5813,246,,,1,2000,117,583,1004,768,1,1100,3,234,1099,454,101,474,123,75,416,42,111,12,1902,28,136,1652,1696,98,374,655,37,2429,340,190,209,184,9,26,3,76,22,607,54,1826,3,3,18,357,298,53,8,,,8,5,9436,73,288,35,86,,,10540,,80,27,,,33063
106190449,KINDRED HOSPITAL - LA MIRADA,LOS ANGELES,14900 IMPERIAL HIGHWAY,LA MIRADA,90638,Investor - Limited Liability Company,100-149,District 32,District 57,LA MIRADA/SANTA FE SPRINGS SOUTH,Urban,NA,190449,1767,,,,,,829,938,,,38,55,77,243,374,436,544,,,,275,117,5,81,,1289,,274,1413,80,,,1767,,,1767,,,,,,1730,37,,,,,,,1766,,1,,,,,,183,24,,381,209,52,,1,31,2,62,822,,,,,,,228,1199,62,,270,,8,,,,,8,81,74,3,34,,60,484,138,,32,17,47,722,63,4,,,,57,377,136,,29,35,1,852,58,64,6,147,,,,3,,2,,,,,,358,50,23,2,1,,,1,1044,84,159,6,38,,1,1732,19,11,4,,1,53977
106190462,AURORA LAS ENCINAS HOSPITAL,LOS ANGELES,2900 EAST DEL MAR BOULEVARD,PASADENA,91107,Investor - Limited Liability Company,100-149,District 25,District 41,PASADENA SOUTH/SAN MARINO/SOUTH PASADENA,Urban,NA,190462,,,,4685,339,,2119,2905,,293,1569,1196,838,781,291,51,5,,,,282,713,7,1165,4,2853,,1119,3895,10,,3462,1562,,,398,1212,1,3413,,,5024,,,,27,22,183,9,3544,1230,3,6,,,,,54,164,,1,,,12,12,165,143,4140,142,,191,,,,41,195,1188,137,519,1940,71,2,931,,,,,,,,,,,,,5017,,2,1,,1,3,,,,,642,,,,,,4382,,,,,,,,,,,,,,,,,,,,,,,,5024,,,,,,,4422,4,272,324,2,,27740
106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,4101 TORRANCE BOULEVARD,TORRANCE,90503,Non-profit Corporation (incl. Church-related),300-499,District 26,District 66,REDONDO BEACH CENTRAL AND SOUTH/TORRANCE WEST CENTRAL,Urban,NA,190470,20389,2009,12,,,5,13299,9115,1,241,1523,2473,1659,2151,3156,3466,4558,2915,273,,3038,3373,31,5158,391,10419,5,6301,15760,350,4,133,10123,12152,7,5689,12473,19,1637,2597,,21810,605,,1,215,109,2,1284,1531,16494,178,,2587,8,2,4,675,233,3,572,2637,412,2,47,164,26,15011,2625,6,2,,,,,4717,9905,206,4,6873,618,92,,,2873,225,823,3398,2157,44,713,15,1142,1938,1519,240,966,476,371,1424,401,897,19,2596,178,846,2296,1731,272,499,1026,331,10628,285,434,164,529,6,27,,187,67,453,40,2585,8,,1,567,1283,134,18,3,2,6,10,19383,132,758,64,55,,,22018,30,174,190,1,2,98825
106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,1720 TERMINO AVENUE,LONG BEACH,90804,Non-profit Corporation (incl. Church-related),150-199,District 33,District 70,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,NA,190475,1354,,,870,,,1042,1182,,35,372,322,258,332,354,251,300,,,,147,421,11,199,10,1436,,476,1735,13,,,270,1954,,14,1887,,323,,,2171,53,,,18,,,,224,1966,8,8,,,,,138,,,47,126,,1,25,10,,1571,306,,,,,,1,925,858,20,,305,111,4,,,15,9,22,179,188,5,73,3,68,183,134,911,39,38,9,188,38,121,1,,,26,282,110,6,30,68,14,1588,28,32,11,15,1,,,4,2,2,3,1,,,1,32,90,8,3,11,,,,1888,36,143,9,4,,,1990,,172,33,4,25,9808
106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,Non-profit Corporation (incl. Church-related),100-149,District 26,District 62,BALDWIN HILLS/CULVER CITY SOUTH/FOX HILLS/LADERA HEIGHTS/MARINA DEL REY/VIEW PARK/WINDSOR HILLS,Urban,NA,190500,4436,,,43,,,2351,2128,,25,240,330,481,741,859,873,930,,,,204,964,8,279,32,2992,,661,3779,39,,1,1372,3106,,1336,1745,,1398,,,4298,181,,4,1,15,1,,15,4190,253,,,,,,263,119,5,79,468,53,,16,99,5,2723,636,,13,,,,,462,2238,15,,1417,103,244,,,10,46,80,413,530,7,501,1,217,633,373,42,998,77,2,368,83,97,1,,,116,269,693,10,101,1029,134,1825,83,97,29,68,,3,,3,6,3,7,3,,,,245,255,31,2,3,,1,2,3640,51,229,13,6,,1,4018,54,149,254,,4,14678
106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,18321 CLARK STREET,TARZANA,91356,Non-profit Corporation (incl. Church-related),200-299,District 27,District 45,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,Urban,NA,190517,15156,5,,,,4,9035,6129,1,419,1036,1992,791,1025,1646,1880,2884,2917,574,1,714,491,23,2030,104,11800,3,3074,12003,85,3,622,7232,7309,2,3192,7422,,2002,2549,,14924,241,,3,5,232,,17,744,11018,594,,2541,1,7,3,191,155,,225,2054,165,,17,57,77,10610,1600,10,4,,,,,3304,5509,44,,5857,427,24,,,2665,139,582,1785,1425,27,433,15,732,1139,740,63,589,210,75,1133,239,493,19,2547,115,530,1216,1232,242,353,731,148,6498,121,282,202,317,10,30,3,111,32,545,65,2492,5,,,413,500,40,2,1,,1,6,13567,110,402,40,79,2,2,15041,22,24,72,3,3,52643
106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,Investor - Individual,150-199,District 35,District 66,GARDENA SOUTHEAST/HARBOR GATEWAY CENTRAL/LAWNDALE SOUTH/MONETA/REDONDO BEACH NORTH/TORRANCE NORTH,Urban,NA,190521,7003,74,,,,,3961,3116,,93,690,810,681,1216,1359,819,791,618,,,335,3170,5,1216,72,2279,,2528,4474,75,,12,2186,4879,,737,5722,,,618,,7002,75,,9,5,37,1,44,170,5712,458,22,618,,,1,507,523,2,163,253,15,1,10,9,49,4443,1097,5,,,,,10,4404,2180,24,1,336,114,6,,2,758,84,166,861,792,14,436,5,403,788,400,90,106,259,87,647,163,399,,618,1,110,1598,275,60,153,124,9,3352,100,93,25,492,2,3,1,3,10,11,4,652,,,,157,181,44,34,2,,1,8,6314,55,240,16,24,1,,6966,,77,34,,,50126
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,Non-profit Corporation (incl. Church-related),300-499,District 25,District 43,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,Urban,NA,190522,9608,9,296,1157,,,6207,4863,,158,1513,1450,705,1050,1273,1369,1873,1679,,,743,463,2,5003,122,4737,,3926,6945,199,,717,4850,5503,,3334,5618,,523,1595,,10998,72,,,18,1,,328,924,7894,310,,1590,2,3,,229,1185,,186,1301,81,2,22,259,9,7757,4,,35,,,,,5726,3886,67,,1267,104,13,4,3,1747,58,247,1518,771,9,248,4,419,780,504,1424,323,203,42,630,137,331,1,1608,66,404,2462,632,56,206,455,46,4419,205,226,70,171,1,2,,36,22,50,2,1604,1,,,263,406,30,17,23,,3,3,10007,148,148,17,2,3,,10750,3,244,35,25,13,46223
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,Investor - Limited Liability Company,100-149,District 18,District 46,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,NA,190524,5216,,,2878,,,3426,4668,,58,993,1067,1050,1677,1451,881,917,,,,585,1317,15,35,40,6102,,2778,5275,41,,1155,145,6794,,1,3453,1,4639,,,8002,92,,,,164,114,13,1573,5243,953,34,,,,,146,346,3,94,452,32,6,26,47,89,4916,1913,,24,,,,1,3237,2584,17,26,2095,84,46,,4,4,64,78,582,725,11,303,2,398,783,369,2991,524,222,3,535,181,318,1,,,114,2107,407,13,135,534,51,4329,79,138,37,90,,10,,36,7,3,3,,1,,,330,221,60,15,45,,1,16,6573,235,577,16,4,1,,7186,3,857,31,17,,40104
106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,LOS ANGELES,2801 ATLANTIC AVENUE,LONG BEACH,90806,Non-profit Corporation (incl. Church-related),300-499,District 33,District 70,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,Teaching,190525,20185,,488,,,,11073,9600,,191,1466,1793,2260,3437,4456,3851,3214,,5,,2426,3543,97,3958,126,10521,2,6190,14329,152,2,,5539,15134,,4332,13832,1,1860,,648,19926,747,,1,7,11,3,28,1002,19428,192,1,,,,,525,,4,537,2391,148,10,23,359,14,13977,2624,49,8,4,,,6,5646,9759,133,,4688,229,212,,,259,348,1549,3873,2460,63,977,44,1024,1795,2543,146,1807,675,451,1142,353,1128,36,,,1191,2888,1992,515,845,2314,503,7249,402,911,275,654,43,184,17,273,96,90,109,74,8,27,13,1074,1133,473,100,23,4,5,8,16549,218,678,118,290,,,20379,1,114,173,4,2,102063
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,Non-profit Corporation (incl. Church-related),300-499,District 22,District 49,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,Urban,NA,190529,16151,,646,,,,9716,7081,,91,787,1617,1126,1724,2613,3004,4368,1467,,,4435,652,4,5137,44,6525,,950,15803,44,,,5631,11166,,2671,11124,3,1557,1442,,15834,962,1,3,74,142,1,552,229,14065,248,41,1440,2,,,579,262,1,549,1442,195,1,31,619,33,10623,2460,2,,,,,,1188,8239,48,,6591,585,138,8,,1523,160,803,2542,1816,44,690,12,822,1412,1343,131,1095,481,157,1053,280,963,3,1449,18,352,3170,1620,323,510,1400,229,6121,254,416,153,360,6,8,2,175,62,197,55,1383,1,,,742,999,43,13,4,,5,7,13666,109,1048,47,112,2,,16481,4,166,114,32,,79135
